title,company,location,description
Project Manager Trainee,Garaje de ideas | Groupe EDG,Spain,"About the job Lo que buscamos es… Una persona interesada en aprender Project Management, que apoye en la coordinación de proyectos digitales con un fuerte componente tecnológico, con capacidad para guiar y hacer crecer al equipo de desarrollo de dichos proyectos y generar una relación de confianza con los clientes en los que colabore. Y en concreto, esto es lo que harás: Brindar apoyo en la gestión de proyectos digitales. Interlocutar con el cliente de forma frecuente y directa, convirtiéndote en su partner. Coordinar equipos técnicos compuestos por perfiles de Diseño, Data, Growth y Tecnología, generando un ambiente de trabajo positivo. Realizar el seguimiento y apoyar el crecimiento de las personas que trabajan en los proyectos en los que colabores, conociendo sus motivaciones y habilidades para impulsarlas al máximo. Aprender a trabajar en proyectos bajo metodologías ágiles (principalmente Scrum). Para eso, necesitamos que… Seas una persona metódica y ordenada cuyo driver sea hacer un buen delivery y generar un ambiente de trabajo positivo y retador. Te desenvuelvas en inglés como pez en el agua. En Garaje nos gustan las personas que… Se enorgullecen de su trabajo, dan lo mejor de sí mismas, se divierten siempre, son valientes y se arriesgan, aprenden de los errores y aman lo que hacen. Nuestra actitud se define por la pasión con la que nos involucramos en nuestros proyectos, la empatía y cercanía que mostramos hacia nuestros clientes, y nuestra ambición de ir más allá de lo correcto. En Garaje...Somos | No somos: ➔ Somos personas humildes y cercanas [pero no serviles ni simplistas] ➔ Somos personas apasionadas y expertas [pero no abrumadoras ni pretenciosas] ➔ Somos makers con propósito [pero no meras hacedoras o gurús] ➔ Somos personas valientes y consecuentes [pero no insensatas o irresponsables] ➔ Somos autoexigentes [pero no bloqueantes] Y las ventajas con las que contarás son: Aprendizaje constante y continuo con muchas probabilidades de incorporarse al equipo. Prácticas de 6 meses con una remuneración de 750€ al mes. Flexibilidad horaria: Tenemos horario flexible para que puedas adaptar tu jornada laboral a tu vida personal. Puedes ajustar tanto tu hora de entrada como de salida según las dinámicas y necesidades de conciliación, equipo y proyecto. Y en verano podrás disfrutar de jornada intensiva. Trabaja desde donde quieras y ven a cualquiera de nuestras oficinas siempre que quieras. 26 días de descanso: Descansa con 23 días de vacaciones y festivos regionales. Además, te concedemos 2 días adicionales libres en Navidad y en tu cumpleaños para celebrar momentos especiales. Incentivos: Trae nuevos clientes o empleados a Garaje y te pagamos por ello. ¡Sé parte del crecimiento! Cultura de la transparencia: Creemos en la comunicación abierta y compartimos periódicamente la situación y objetivos de la compañía en nuestros All Hands, newsletter.. G-Book: Nuestro oráculo. En Garaje, tenemos una guía en Notion que resuelve todo tipo de dudas. Allí, puedes encontrar respuestas a preguntas que van desde cómo solicitar días libres y conocer quién es quién, hasta cómo preparar una guía de prueba, plantillas corporativas para entregables o presentaciones de proyectos similares como referencia... ¡No te sentirás perdido! Eventos y dinámicas frecuentes: Compartimos conocimiento y aprendizajes de los proyectos constantemente. Como nos gusta pasar tiempo juntos, también organizamos eventos informales para conocernos mejor y divertirnos como equipo. Entorno de alto crecimiento: Evoluciona tu carrera en Garaje y trabaja en equipos multidisciplinarios de Diseño, Data, Growth y Tecnología, creando experiencias, servicios y productos con impacto para grandes clientes como Vodafone, BBVA, Endesa, Banco Santander, Inditex, Telefónica, Adeslas, Repsol, IKEA, Legálitas, RBI y Grupo Dani García. Ser parte del equipo de Garaje significa tener la oportunidad de contribuir a la creación de experiencias, servicios y productos con un impacto significativo. Trabajarás junto a especialistas en todas las disciplinas tecnológicas (Arquitectura, Front, Back, Mobile, Ecommerce...) y ofreciendo un servicio personalizado adaptado a las necesidades y situaciones existentes de nuestros clientes. ¿Qué pasará ahora? Si te suena bien, haz click en “solicitar”, ¡estamos esperando tu candidatura con ganas! Si tu perfil encaja con lo que estamos buscando, nos pondremos en contacto contigo pronto para coordinar una primera llamada telefónica de acercamiento. Si avanzas, conocerás a alguien del equipo."
Junior Project Manager (Híbrido Madrid),NATEEVO,Spain,"About the job ¡Ampliamos nuestro equipo de NATEEVO🚀! Estamos en búsqueda de un Junior Project Manager (Híbrido Madrid) para incorporarse a nuestro equipo, donde garantizamos la calidad y excelencia de la entrega de los proyectos de nuestros clientes. Esta Persona No Solo Dará Seguimiento a Proyectos, También Participará Activamente En El Desarrollo De Contenidos. Algunas De Las Funciones Principales Serán Elaborar contenidos comunicacionales para campañas de cambio: comunicados masivos, manuales, infografías, etc. Diseñar piezas visuales utilizando herramientas como Canva Apoyar en la configuración de envíos masivos y automatización de comunicaciones mediante Power Automate Colaborar en la integración de contenidos en plataformas digitales utilizando HTML y Visual Studio Code Participar en reuniones de equipo para comprender los mensajes clave del cambio y adaptarlos a los formatos adecuados Somos un equipo de personas volcadas en ayudar a nuestros partners a ser mejores empresas, con la digitalización como punto de referencia. NATEEVO se construye desde el TALENTO , con equipos de buenos profesionales, a la vez que profesionales buenos, con mucha autoexigencia, compañerismo, pasión y crecimiento continuo para aportar el máximo valor al negocio de nuestros clientes. No nos conformamos con lo que somos hoy y nuestro gen NATEEVO nos lleva a seguir desarrollándonos día a día, y a asumir retos cada vez más complejos y desafiantes en el ecosistema digital. Desde la tecnología como piedra angular, y la estrategia digital como punta de lanza, trabajamos los proyectos con equipos multidisciplinares con expertise en todo el amplio abanico del ecosistema Digital; Analítica, User Experience, Diseño UI, SEO, SEM, Social Media, Marketing Automation, Gestión del cambio, Creatividad, Brand… Nuestros proyectos cada vez son más grandes y atractivos por lo que queremos crecer incorporando una persona que se haga cargo de la gestión del área y nos ayude a impulsarla generando más negocio. ¡Si estás buscando un reto profesional y personal, este es tu momento! ¿Qué ofrecemos? Estabilidad laboral, ¡buscamos a alguien que quiera unirse al equipo de forma indefinida! Desarrollo profesional Plan de Carrera Plan de Formación a medida Variados beneficios sociales relacionados con flexibilidad, conciliación y salud (restaurante, gym, áreas de esparcimiento, flexibilidad horaria...). Gran ambiente de trabajo y oficina open space :) Certificaciones Requisitos Dominio intermedio/avanzado de Canva Conocimientos básicos/intermedios de HTML y manejo de Visual Studio Code Experiencia o familiaridad con Power Automate (deseable conocimiento en flujos de comunicación y automatización) Buen manejo de herramientas colaborativas (Teams, SharePoint, M365, Confluence u otras) Experiencia previa en proyectos de transformación digital o tecnológica Conocimientos de Gestión del Cambio (Prosci, HUCMI, Agile Change o similares) Habilidades en redacción creativa y adaptación de mensajes técnicos a públicos diversos Capacidad de trabajo autónomo, atención al detalle y orientación al impacto comunicacional. Si crees que tienes el gen NATEEVO y te apetece trabajar en un equipazo... ¡Apúntate y hablamos! Bienvenid@ a tu futuro 😉 En NATEEVO luchamos cada día por lograr un entorno favorable que facilite y potencie la igualdad de oportunidades, la no discriminación, la diversidad y la inclusión de todas las personas. Seleccionamos a nuestro talento en base a las necesidades de negocio, a sus habilidades, y méritos. 🌟"
Project Manager,NUNSYS,"Paterna, Valencian Community, Spain","About the job Descripción ¿Te apasiona la tecnología? ¿Quieres desarrollarte en una empresa dinámica y en constante crecimiento? ¡Te estamos buscando! En Nunsys Group estamos ampliando nuestro equipo, buscamos un/a Project Manager para incorporarse en nuestra delegación de Valencia. Nuestro viaje empezó en 2007 y tenemos una meta: ser la empresa española líder en tecnología. Nos apasiona la transformación digital y contamos con un gran portfolio de soluciones tecnológicas. Gracias a esto garantizamos que podemos afrontar cualquier reto que nos planteen nuestros clientes. Actualmente somos más de 2.700 profesionales y tenemos presencia en 25 ciudades españolas, Portugal, USA, Colombia y Ecuador. ¡Y esto es solo el principio! Tu misión será asegurar la entrega exitosa de proyectos a través de una gestión eficaz, colaborativa y alineada con los objetivos del negocio y los estándares del cliente.. Y el proyecto ¿en qué consiste? El día a día es muy variado, pero algunas de las funciones en las que participarás son: Planificación, ejecución, seguimiento y cierre de proyectos según metodologías reconocidas. Definición de cronogramas, entregables, recursos y presupuesto Gestión de riesgos, cambios y calidad. Coordinación de Equipos Multidisciplinares Liderazgo de equipos. Facilitación de reuniones de seguimiento y comités de dirección Resolución de conflictos y alineamiento de expectativas. Comunicación y Reporting Elaboración de informes periódicos de avance. Presentación de estados de proyecto a dirección y otras áreas interesadas. Documentación técnica y funcional de los proyectos. Coordinación y supervisión de proyectos Cumplimiento Normativo y Mejora Continua Aseguramiento del cumplimiento de las políticas y procedimientos del cliente. Requisitos 🌟¿Qué estamos buscando? Buscamos personas con una gran capacidad de organización y una metodología de trabajo impecable, en este equipo todos/as sumamos. En Nunsys Group el compañerismo es esencial. Nos apoyamos mutuamente para superar cualquier desafío y alcanzar nuestros objetivos en equipo. Experiencia técnica en sistemas o comunicaciones Experiencia en gestión de proyectos Conocimiento y aplicación de metodologías de gestión de proyectos (PMI, PRINCE2) Nivel alto de inglés Disponibilidad para viajar Si tienes experiencia en el puesto y quieres formar parte de nuestro equipo ¡vamos por el buen camino! 🔝 ¿Algo más con lo que aportar valor? ¡Claro! Valoramos positivamente que tengas certificaciones como PMP, PRINCE2, Scrum Master, etc. ¿Nos eliges? Con nosotros encontrarás: 💼 Contrato indefinido en una empresa líder en el sector. 💰 Paquete retributivo competitivo acorde a los conocimientos y experiencia aportados. 📚 En nuestro equipo creemos en las personas y en su talento, por eso apostamos por la formación de nuestros profesionales. 💳 Posibilidad de acogerte al programa de retribución flexible: Ticket Guardería, Ticket restaurante, Tarjeta transporte y Seguro Médico. 🤑 Descuentos en distintos establecimientos, productos (electrodomésticos, moda, tecnología) y servicios (viajes, alquiler de vehículos, salud). 💗 Un ambiente diverso y sobre todo inclusivo donde lo primero son las personas. 🎉 ¡No todo es trabajo, también hay tiempo para la diversión! Tenemos diferentes eventos a lo largo del año, desde nuestro ""Christmas Jumper Day"" hasta nuestro concurso de disfraces en Halloween, siempre buscamos formas de crear un ambiente divertido. 📍 Además, podrás disfrutar de: Actividades deportivas, orientadas a las familias. Nos encanta el pádel, el running, traer a los reyes magos en Navidad y las fiestas con agua en verano. Gimnasio gratuito en las instalaciones. Café gratis en todos los edificios de la delegación. Puesto de sushi en la propia oficina. ¡Y muchas más cosas que queremos que conozcas! ¿Quieres unirte a nosotros/as y ser parte del cambio? Queremos informar a todo interesado/a en nuestras ofertas de empleo que las únicas ofertas vigentes están publicadas en nuestra página web https://empleo.nunsys.com/ o https://www.sothis.tech/unete-al-equipo/, no debiendo confiar en portales que simplemente se limitan a agregar la información de nuestras ofertas con objeto recabar sus datos personales."
Project Manager Digital,Mediens,Spain,"About the job En Mediens, una aceleradora de negocios digitales en crecimiento, nos asociamos con expertos en salud, desarrollo personal y ventas para ayudarles a crear audiencias a través de contenido en redes sociales y lanzar productos digitales (formaciones, programas de coaching y servicios online). Buscamos un/a Project Manager Digital extremadamente organizado/a, resolutivo/a y con experiencia real en coordinar proyectos digitales complejos. Tu misión será garantizar que todo el trabajo fluya, esté bajo control y se entregue en tiempo y forma, actuando como filtro operativo entre el equipo y los founders. Responsabilidades: - Planificar, coordinar y supervisar varios proyectos digitales en paralelo (hasta 4) - Coordinar equipos multidisciplinares (diseño, edición, soporte, tráfico, copywriting, etc.) - Traducir las ideas estratégicas del equipo directivo en planes de acción claros, medibles y calendarizados. - Supervisar la ejecución de campañas de contenido y lanzamientos de productos digitales (formaciones, programas online, etc.). - Asegurar que los deadlines se cumplan y los entregables se mantengan con alta calidad. - Gestionar la comunicación interna y organizar reuniones de seguimiento efectivas. - Proponer mejoras en procesos y organización del equipo. - Reportar el avance de los proyectos a los fundadores de forma clara y estructurada. Requisitos: - Mínimo 2 años como Project Manager / Gestor de Operaciones en negocios digitales (infoproductos, formación online, servicios digitales). - Dominio de herramientas de gestión de proyectos (idealmente ClickUp). - Conocimiento de plataformas como Hotmart, Kajabi, Notion, Slack o similares. - Conocimiento práctico del ecosistema digital: redes sociales (Instagram, YouTube), plataformas de videollamada (Zoom), y Google Workspace (Docs, Sheets, Drive...). - Experiencia liderando equipos remotos y multidisciplinares. - Habilidades organizativa y de priorización excepcionales. - Excelentes habilidades de comunicación escrita y oral. - Nivel alto de español (requisito imprescindible). Valoramos adicionalmente: - Experiencia directa trabajando con creadores de contenido o influencers. - Sensibilidad hacia el diseño y el contenido visual. Qué ofrecemos: - Trabajo full-time remoto y con horario flexible. - Entorno dinámico y oportunidades de aprendizaje constante. - Progresión salarial conforme rendimiento y seniority."
Junior Project Manager,Canonical,"Valencia, Valencian Community, Spain","About the job Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1000+ colleagues in 70+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution. The company is founder led, profitable and growing. We are hiring a Junior Project Manager Our mission is to streamline and accelerate the adoption of open source across the entire global enterprise technology market. Our customers embrace the Canonical approach to open source for complex projects on bare metal, on the cloud, and at the edge. Our Project Managers are responsible for ensuring project success through owning, driving, communicating and respectfully engaging all stakeholders, valuing integrity and accountability. Within a portfolio of projects with complex and changing software technologies, customer and partner satisfaction is only possible because of exceptional Project Managers who know how to respect and engage all stakeholders. The role entails Ensuring programs and projects are delivered within the schedule, scope, cost, budget and resources expectations Supporting in identifying key technical and project risks and issues and actively put mitigating actions in place Maintaining strong customer focus and work with all key stakeholders to achieve successful outcomes Assisting in conducting regular status meetings and business reviews with customers Supporting with the delivery schedule of critical third party deliverables for the project Advocating to customers the appropriate technologies from Canonical's portfolio What we are looking for in you The successful Junior Project Manager will have solid academic achievement in science, software engineering and/or information technology field, excellent written and verbal communications skills in English and a solution oriented mindset. You will be able to ""make things happen"" with a professional approach and effective negotiation techniques. You have demonstrated leadership skills in your school or university life. Exceptional academic track record from both high school and university Undergraduate degree in a technical subject or a compelling narrative about your alternative chosen path Confidence to respectfully speak up, exchange feedback, and share ideas without hesitation Track record of going above-and-beyond expectations to achieve outstanding results Passion for technology evidenced by personal projects and initiatives The work ethic and confidence to shine alongside motivated colleagues Professional written and spoken English with excellent presentation skills Excellent interpersonal skills, curiosity, flexibility, and accountability Appreciative of diversity, polite and effective in a multi-cultural, multi-national organisation Thoughtfulness and self-motivation Result-oriented, with a personal drive to meet commitments Ability to travel internationally twice a year, for company events up to two weeks long What we offer colleagues We consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognize outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally. Distributed work environment with twice-yearly team sprints in person Personal learning and development budget of USD 2,000 per year Annual compensation review Recognition rewards Annual holiday leave Maternity and paternity leave Team Member Assistance Program & Wellness Platform Opportunity to travel to new locations to meet colleagues Priority Pass and travel upgrades for long-haul company events About Canonical Canonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open-source projects and the platform for AI, IoT, and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence; in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since our inception in 2004. Working here is a step into the future and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical is an equal opportunity employer We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration."
Project Manager (Work From Home),Persona,European Union,"About the job Persona is the company top startups use to hire people from all around the world. Our vision is a future where each person can find the best role for them and companies can discover the world’s best talent. Founded by two Stanford University graduates, Persona works with the world’s fastest-growing technology startups. Our clients are funded by some of the world’s top investors, like Founders Fund, Sequoia Capital, and Andreessen Horowitz. Persona is a talent agency that recruits, trains, and staffs talented remote professionals such as yourself. This is an opportunity to work closely with the future Googles, Facebooks, and Amazons of the world—building out their organizations and helping them reach the next level of success. We support everyone we hire with training, mentoring, and technology resources so they are enabled to do their best and are as happy as possible in their roles. We have a large international team dedicated to supporting and taking care of new Persona team members, and our goal is to provide excellent long-term career opportunities for everyone who joins the team. Who We Are: The Persona team is made up of motivated, hard-working people spanning the globe, united by a culture of learning and continuous improvement. We are a team of passionate problem solvers who love to build new things and ensure client satisfaction. What We’re Looking For: We're looking for a dedicated Project Manager to join one of our dynamic teams! You should have a knack for meticulous organization, effective communication, and be skilled in managing multiple tasks seamlessly. We appreciate individuals who can work collaboratively with diverse teams, handle project details with precision, and demonstrate strong problem-solving skills. Your role will involve managing project activities, ensuring deadlines are met, and maintaining clear communication channels among all stakeholders. We value someone who is adaptable, proactive, and continually seeks to improve project processes and outcomes. If you have a proven track record of successfully managing projects and thrive in a fast-paced environment, we encourage you to apply. Responsibilities: Coordinate and oversee various project elements, ensuring all aspects are aligned with project goals and timelines. Collaborate closely with cross-functional teams, including marketing, development, and product teams, to ensure project objectives are clearly understood and met. Participate in planning and strategy meetings, offering insights and suggestions to enhance project efficiency and effectiveness. Ensure all project activities adhere to organizational standards and best practices, maintaining a consistent approach across all projects. Utilize project management tools (such as Asana, Trello, or Microsoft Project) to track progress, assign tasks, and manage resources. Stay updated with the latest trends and methodologies in project management to bring innovative approaches and improvements to project execution. Gather and incorporate feedback from team members and stakeholders, ensuring that project adjustments align with overall objectives. Manage multiple projects simultaneously, prioritizing tasks and maintaining a high level of organization to meet deadlines and expectations. Handle administrative and PMO responsibilities, including preparing project documentation, reports, and presentations, and ensuring compliance with internal processes and governance standards. Requirements: Bachelor's degree in Business Administration, Project Management, Engineering, or a related field. Minimum of 3 years of proven experience in project management. Strong organizational skills with the ability to manage multiple projects simultaneously while maintaining attention to detail. Knowledge of project management tools and software (e.g., Asana, Trello, Microsoft Project) Proficiency in project management methodologies and best practices.. Ability to problem-solve, adapt to changing environments, and handle project challenges effectively. Fully fluent in English. Ability to commit long-term and full-time. Ability to work U.S. business hours (Pacific Time, Central Time, or Eastern Time). Other Qualities We Look For: Excellent communication skills The ability to work collaboratively with team members Attention to detail and adaptability A goal-driven, proactive attitude Professionalism What We Offer: Best salaries in the industry Permanent ability to work from anywhere in the world Opportunities for growth and advancement A fast-paced and collaborative environment Warm and friendly company culture Full benefits Benefits at Persona: Health insurance subsidy Unlimited paid time off (paid sick and vacation leaves) Annual bonuses based on performance Monthly tech allowance Opportunity to be paid in your currency of choice Others depending on seniority"
Beca - Junior Project Manager,Euro-Funding,"Valencia, Valencian Community, Spain","About the job ¿Cuáles son las funciones del puesto de trabajo? Buscamos una persona con ganas de aprender y crecer profesionalmente dentro de un equipo dinámico, que participa activamente en la gestión integral de proyectos de I+D+i, desde su análisis inicial hasta la justificación ante organismos públicos. ¿Qué harás en tu día a día? Aprenderás a identificar oportunidades de financiación para proyectos de innovación (ayudas, subvenciones, bonificaciones y deducciones fiscales). Apoyarás en la preparación de expedientes para deducciones fiscales y subvenciones asociadas a actividades de I+D+i. Redactarás memorias técnicas y económicas de los proyectos asignados. Contribuirás al control y seguimiento de la cartera de clientes, así como a la organización de documentación justificativa. Requisitos del puesto Estudiante de ultimo curso o recién graduado/a en Ingeniería o similares. Interés por la innovación, la financiación pública/privada y los entornos tecnológicos. Capacidad analítica, redacción técnica y atención al detalle. Manejo del Paquete Office (Word, Excel, PowerPoint). Valorable nivel de inglés. ¿Qué ofrecemos? Posibilidad de incorporación en plantilla tras finalizar la beca. Formación continua en consultoría de innovación y financiación de I+D+i Buen ambiente laboral. Incorporación a un equipo altamente cualificado, con posibilidades reales de crecimiento profesional. Trabajo en un entorno dinámico. Contáctanos ¿Te apasiona la innovación y te gustaría formar parte de proyectos que impulsan el desarrollo tecnológico en empresas? ¡Esta es tu oportunidad! ¿Quiénes somos? Somos una consultora internacional líder en la búsqueda de financiación pública, generación de ahorros fiscales y desarrollo de proyectos sostenibles en I+D+i para empresas, Organismos Públicos y Centros de Investigación. Llevamos más de dos décadas siendo especialistas en aportar mejoras en la cuenta de resultados y formando una red de colaboradores internacionales que nos permite tener una filosofía basada en la orientación al cliente acompañando allá donde estén sus proyectos una financiación a medida. En Euro-Funding estamos comprometidos con el desarrollo profesional de todas las personas que colaboran con nosotros. Creemos en la igualdad de oportunidades y ofrecemos un entorno de trabajo inclusivo donde cada persona puede alcanzar su máximo potencial. Fomentamos la diversidad de pensamiento y experiencias para impulsar la innovación y el crecimiento."
Técnico PMO,Strategy Big Data,Spain,"About the job En Strategy Big Data nos encontramos en la búsqueda de personas entusiastas, proactivas y que sean capaces de entender las necesidades del negocio. Actualmente tenemos abierta una vacante para un Técnico PMO. Requisitos imprescindibles: Experiencia de metodologías ágiles (Scrum, Kanban, etc.). Experiencia en Metodologías de Gestión de Proyectos. Dominio de herramientas como Microsoft Project, Asana, Trello, Jira, Basecamp, Monday.com, Smartsheet, entre otras. Conocimiento en el uso de Microsoft Excel o Google Sheets para el seguimiento y análisis de proyectos (tablas dinámicas, gráficos, fórmulas). Experiencia en Gestión de la Documentación de Proyectos. Elaboración y seguimiento de planes de proyecto, cronogramas, informes de estado, análisis de riesgos, etc. Conocimientos sobre la gestión de la calidad del proyecto, gestión de riesgos y control de cambios. Metodologías de Control de Proyectos. Capacidad para llevar a cabo seguimiento y control de proyectos, asegurando que se cumplan los plazos, costos y calidad establecidos. Conocimientos sobre la gestión de presupuestos y costos. Análisis de Indicadores de Proyecto. Medición y análisis de KPIs (indicadores clave de desempeño), como SPI (Schedule Performance Index) o CPI (Cost Performance Index). Habilidad para realizar informes de desempeño y sugerir mejoras. Nivel C1 de inglés. Características deseables: Experiencia en gestión de proyectos de implantación de soluciones de IA. Experiencia en gestión de desarrollo de software. ¿Qué ofrecemos? Beneficios sociales (tickets restaurante + seguro médico). Proyecto en remoto. Salario competitivo en función de la experiencia aportada en el puesto. Incorporación a un grupo con más de 130.000 profesionales, distribuidos a lo largo de 39 países, aprendizaje continuo. Buen ambiente de trabajo junto a compañeros que son altamente cualificados en sus tecnologías y de los que aprenderás cada día. Salario competitivo en función de la experiencia aportada en el puesto. Horario Flexible. ¡Strategy Big Data es tu sitio para afrontar nuevos desafíos!"
PROJECT MANAGER,Fomento Urbano De Castellón,"Valencia, Valencian Community, Spain","About the job ¿Tienes experiencia liderando proyectos tecnológicos y te apasiona la innovación? En Bellver Blue Tech Zone estamos en búsqueda de un/a Project Manager especializado/a para coordinar proyectos de desarrollo de software y apps, con participación puntual en iniciativas audiovisuales. 🎯 Tu misión será: asegurar que cada proyecto se entregue con calidad, innovación y en tiempo. 📌 Responsabilidades principales: Traducir necesidades del cliente en entregables claros. Coordinar equipos internos y proveedores externos. Supervisar todas las etapas del proyecto, desde el análisis hasta el mantenimiento. Asegurar calidad técnica y alineación con expectativas, tiempos y presupuestos. 💡 Lo que buscamos en ti: +2 años de experiencia como Project Manager en entornos tech. Dominio de metodologías ágiles y tradicionales. Conocimiento del ciclo completo de desarrollo de software. Familiaridad con arquitectura tech: Front-end, Back-end, bases de datos, APIs, cloud services. Experiencia en QA/Testing, CI/CD, UX/UI y herramientas de prototipado (Figma, Sketch, Adobe XD). Capacidad para adaptarte y encontrar soluciones en entornos cambiantes. Conocimientos básicos de protocolos como DMX, OSC, MQTT. Deseable: redes, administración de sistemas y programación. 📍 Ubicación: Principalmente en Valencia, con desplazamientos a Benicàssim y gestión de proyectos en la zona."
Talent Pool | Project Manager de Obra,Inversiva,"Valencia, Valencian Community, Spain","About the job 👷‍♀️👷‍♂️ Buscamos a nuestro/a Project Manager de Obra ¿Te emocionan las reformas? ¿Negociás como un/a pro? ¿Y además resuelves problemas como si nada? Entonces... ¡este rol es para tí! 🔥 🧩 ¿Qué buscamos? Alguien con mirada estratégica, obsesión por los detalles, mano firme en la gestión de obras y el superpoder de hacer que las cosas pasen. Si tenés experiencia liderando reformas (aunque no seas arquitectx ni ingenierx), amás los desafíos y sos fan del orden en el caos, te estamos esperando 🛠️🚧 💼 ¿Qué vas a hacer como Project Manager de Obra? 📐 Liderar Proyectos de Reforma: Planificar y diseñar la hoja de ruta para cada reforma (¡y cumplirla!). Gestionar varios proyectos en simultáneo, cada uno con su ritmo 🎯. Presentar presupuestos finales antes de cerrar cada trato 💰. Supervisar obras en sitio o a distancia (¡que nada se escape!). Resolver imprevistos como un/a ninja 🥷. Mantener los avances actualizados en tiempo real. Cumplir con plazos, entregas y expectativas. Documentar todo el proceso para que nada quede en el aire 📋. 🤝 Trabajar mano a mano con Reformistas: Buscar y fichar a reformistas top 💪. Cerrar acuerdos de colaboración. Hacer reuniones y pruebas previas antes de arrancar. Priorizar proyectos junto a proveedores. Negociar presupuestos con ojo clínico para optimizar márgenes. 🔍 ¿Qué nos gustaría ver en vos? Tenés experiencia gestionando reformas (¡aunque no vengas del mundo técnico!). Sos un/a crack organizando y ejecutando proyectos. No te asustan los desafíos ni los proyectos con mil cosas abiertas a la vez. Tenés habilidades de comunicación y negociación nivel experto/a 🗣️🤝. Sos detallista, con foco en calidad y supervisión de obra 👁️. Amás resolver problemas (y lo hacés rápido). Manejas herramientas de gestión y te llevás bien con el seguimiento digital. ¿Listo/a para construir el futuro del real estate con nosotros? 🏗️ 👉 Aplicá ahora y sumate al equipo."
