title,company,location,description
Business Operations,Imperia SCM,"Valencia, Valencian Community, Spain","About the job At Imperia, we develop and sell SaaS software to optimize supply chain planning. This includes everything from demand forecasting to purchasing and production planning. Over 100 leading clients worldwide already benefit from our solutions. In 2024, we were recognized as the 4th most promising startup in Spain. 💻 Requirements: Native Spanish and fluent professional English. Degree in Industrial Engineering, Computer Science, or similar. Proactive, ambitious mindset with a desire to grow in a dynamic environment. ➕ It’s a plus if you… Have previous experience in consulting. Know SQL databases (SQL Server, Oracle, etc.). Have worked with ERP systems or similar integrations. Have programming skills, in any language. 🎯 Your responsibilities: Project management: Lead the implementation of our SaaS solution. Ensure goals are met and clients are satisfied. Process optimization: Spot improvement opportunities in clients’ supply chains and suggest solutions. Technical setup: Integrate client data and configure the software to match their needs. 🍀 What we offer: Career growth: Clear development path with fast-track opportunities. Salary reviews every 6 months, plus flexible compensation. Job security: Full-time permanent contract. Hybrid work model: 3 days in-office, 2 days remote. Work-life balance: 23 vacation days, flexible hours, and short Fridays. Modern offices located in the Marina of Valencia. 🙌🏼 What we value: Growth mindset: Always striving to improve and exceed expectations. Accountability: Ownership of your work and a drive for excellence. Transparency: Open communication and honest feedback. Ready to join the team? We’re waiting for you! 🚀"
Operations Manager,Inversiva,"Valencia, Valencian Community, Spain","About the job ¿Te motiva liderar procesos complejos y hacer que las cosas pasen de verdad? ¿Te emociona pensar que cada vivienda que ayudamos a transformar empieza con tu trabajo? En Inversiva, las operaciones no son solo ""el backend"" de la empresa. Son el corazón de todo lo que hacemos. Desde el momento en que se firma una compra-venta de un inmueble, hasta que la reforma está terminada y entregamos una vivienda renovada... todo eso es Operations. Y es mucho más que logística. 👉 En nuestro caso, el área de Operaciones se compone de dos grandes mundos: Formalización – donde se gestiona todo lo relacionado con la parte legal, administrativa y documental del proceso de compraventa. Reformas – desde la planimetría hasta la gestión con reformistas y el seguimiento de obras. Como Manager de Operations, serás el corazón que mantiene todo esto en marcha: 🧩 Asegurando que los procesos están bien definidos; ⚡ Que cada equipo cuenta con lo que necesita para rendir al máximo; 🤝 Y que, ante cualquier reto, hay siempre una solución clara, ágil y humana. ¿Qué nos encantaría encontrar en tí? Experiencia liderando operaciones en entornos con múltiples procesos simultáneos (idealmente real estate, reformas, construcción o inmobiliario) Visión estratégica, pero manos dispuestas a ensuciarse si hace falta 💪 Capacidad de análisis y de estructurar procesos sin perder de vista los detalles Enfoque en eficiencia, calidad y experiencia de cliente Habilidad para comunicarte con claridad y empatía con perfiles muy diversos Mentalidad proactiva, flexible y con ganas de construir algo grande 🎁 Terminamos de hacer match si te sientes identificado/a con: Proyecto en crecimiento con propósito real Formato híbrido (3 días desde casa 🧘 y 2 en nuestras oficinas en Valencia) Muchísimo impacto en la experiencia de quienes hacen crecer su patrimonio con nosotros 🏠✨"
IT Business Analyst,ERNI,"Valencia, Valencian Community, Spain","About the job Do you want to work for an International Service Delivery Center in Valencia as a Business Analyst? ERNI is building a global platform based on a Swiss mindset and adapted to the needs of local customers and works typically for headquarters of national & international market champions in defined Countries (CH, DE, US, SG, …) and in selected domains (MedTech, Industry, Finance, Transportation). We are looking for a Senior Business Analyst / Requirements Engineer to join a multinational and distributed agile team delivering modern web solutions for an international insurance company. You will work closely with developers, UX designers, and functional stakeholders to lead the requirements lifecycle and contribute to the success of complex digital products. Why join ERNI? 👌perks And Benefits Permanent contract: there is always a project for you to keep working with us Free languages courses: learn German and Spanish or improve your English skills Private medical insurance: private medical insurance for you and a 100% salary coverage on sickness leave Flexible compensation: dedicate part of your gross salary to different options: transportation bonus, ticket restaurant, kindergarten bonus and add a family member into your own insurance plan. Gym Funding: ERNI bets on a healthy lifestyle, for that reason, we offer you special discounts on fitness facilities. Referral program: extra bonus with our “Candidate’s referral program” from 2.000€ to 6.000€ depending on the candidate seniority level; and an extra bonus, also with our “Business opportunity referral program” from 500€ to 5.000€ depending on the opportunity size and customer. Life support: to strengthen our commitment to conciliation and willingness of being close in your day-to-day life and important moments. We provide you a set of services and benefits, free of charge for, to assist you and your family in legal consultation, personal assistance, etc. Tea, coffee and fruits in the office. 🌱DEVELOPMENT & GROWTH Paid and rewarded certifications: learn new technologies to develop as a professional in areas such as: Agile, DevOps, Cloud, QA, etc. and be rewarded from 200€ to 1.400€ per certification, in addition to the paid exam. High Value Training: after a year at ERNI, you will have the opportunity to enroll on +500€ Executive courses, Masters or Postgraduates. 80% of the total amount will be covered by the company. Challenging projects: ERNI is dedicated to develop high-quality software in complex technical environments such as MedTech, Industry, Finance and Transportation. Have the chance to participate in a variety of technical challenging projects amongst passionate and skilled colleagues. Proximity and support: from the first day at ERNI, you will be guided by a Mentor and a People Development team that will make sure you have the right tools to develop and give you opportunities to grow in a project or to switch to a new one. Promotions & Recognition: from the very first day, we offer you a way to learn and develop yourself in our company. All efforts are always recognized and appreciated by your colleagues and superiors which makes feel satisfied with your own achievements. Communication: you will find transparency, honesty, and open communication all over the organization through a breakfast with our MD and a monthly session to be updated on what’s going on at ERNI. 🕛FLEXIBILITY Hybrid working model: at ERNI we believe in the importance of building strong relationships with our colleagues, projects and customers. We believe that building these relationships is much more effective when done in person. Home Office: you will receive an extra monthly compensation to cover your teleworking expenses, as well as any necessary equipment to be comfortable doing your job. Far Home Office: you can extend your holidays and work remotely from any European country or Spanish city up to 5 weeks per year. Flexible working shift*: you will enjoy a Friday intensive shift and a self-managed flexible working hours. 💃TEAM & COMMUNITY EVENTS Events: we do believe in the importance of meeting our colleagues in an informal and natural environment to build connections and foster trust so that we feel like home. Leisure events, Christmas dinner and summer party are waiting for you! Jubilee at –5 What You’ll Bring 5+ years of experience as a Business Analyst or Requirements Engineer or Product Owner in agile IT environments for digital products. Knowledge of IT project methodologies (Agile, PMI, SDLC). Strong experience in web-based projects with a frontend focus. Strong communication and analytical skills; ability to work independently and structured. Solid understanding of web technologies and modern digital platforms and CMS (preferably AEM). Experience working in mixed agile teams with developers, UX designers, and QA. Familiar with tools such as JIRA and Confluence. Fluent English (C1, written and spoken). Nice To Have Domain knowledge in insurance or financial services. Experience leading agile project implementations. Background in coordinating cross-functional teams. Experience deploying IT solutions in enterprise environments. Agile certifications. Basic knowledge of HTML5, CSS3/SASS. Basic Javascript/Typescript is a plus. What You’ll Do Lead the full requirements lifecycle: definition, validation, prioritization, testing, and acceptance. Ensure high-quality requirements based on criteria such as justification, business value, clarity, consistency, traceability, and stakeholder involvement. Translate business needs into clear and actionable user stories. Participate actively in agile ceremonies (daily stand-ups, sprint planning, reviews, retrospectives). Collaborate with multidisciplinary teams in a distributed setup. Support testing and user acceptance validation activities. About We value diversity not only in terms of gender but also nationality, background, and skills. This diversity enriches our teams and allows us to create better solutions for our clients. Every employee at ERNI has an equal opportunity to succeed. Learn more about our initiatives 🔎: Diversity and inclusion Are you still curious? Discover what it is to become part of ERNI: Careers at ERNI | Work with Us (betterask.erni) Also, If Yo Want To Know What Makes ERNI Unique Through The Eyes Of Those Who Know It Best 😎 Take a Look At This Video ERNI in One Word - YouTube WOULD YOU LIKE TO BECOME AN ERNIan? APPLY NOW! ERNI is a Swiss Software Engineering company leader in building complex, customized software solutions. It’s more than 25 years of using technology to have a positive impact on people's lives. We build digital solutions that connect the physical world (devices & connectivity) with the digital one (software solutions, connected, or consuming their data). Our teams are focused on prioritize the software lifecycle & to ensure that our code is both clean and secure. Our maturity in building high-impact software solutions approaches us whatever industry looking for quality and sophistication (e.g. Gaming, FMCG or Validation & Inspection..). Our leadership in the Health-Tech (Diagnostic Medical Devices, Pharma, Health Care and more) and in all industries around Smart Devices (Robots, Cars, 3D Printers, Machinery), in a powerful combination with the way we growth people, let us create a growing, learning and challenging set up for ERNIans."
Customer Support Analyst,Odoo,"Valencia, Valencian Community, Spain","About the job Qué esperamos: Como Customer Support Analyst colaborarás con varios equipos para hacer felices a nuestros clientes actuales y potenciales así como a nuestros compañeros, encontrando de forma estratégica las mejores soluciones a sus incidencias. Tu misión consistirá en ayudar a los usuarios de nuestro software investigando para darles la respuesta perfecta a sus preguntas. Cuando llegue una solicitud de un cliente, a través de tickets, livechat y llamadas telefónicas, tendrás que entender la incidencia, investigarla e intentar resolverla lo antes posible. En caso necesario, redirigirás a los clientes a otros departamentos, en función del tipo de solicitud, por lo que mantendrás una relación abierta y constante con otras áreas. RESPONSABILIDADES 🤩 Ayudar a los clientes en el uso de Odoo Business Apps Resolver incidencias funcionales Interactuar con nuestros visitantes y clientes potenciales (Livechat) Asegurar la satisfacción de los clientes Mejorar la experiencia de los clientes Contribuir a la mejora de nuestro producto y toda la documentación Proyectos paralelos (reclutar e incorporar nuevos compañeros, dar formación, etc...) REQUISITOS 💪 Grado enfocado a administración, negocios o ciencia, tecnología, ingeniería y matemáticas. Motivación por la investigación! Nivel de inglés: C1, C2 (Indispensable) Nivel de español: mínimo B1-B2 Pensamiento creativo y capacidad para resolver problemas de manera estratégica. Habilidad para comunicar conceptos técnicos de forma clara y eficaz, tanto por escrito como verbalmente. Orientación al cliente Autónomo y de rápido aprendizaje Deseable 👍 1-3 años de experiencia profesional Experiencia profesional en un ERP. Sociable y extrovertido Disposición a aprender de forma constante y a trabajar de forma proactiva Conocimientos técnicos (XML, Python, JS). 👐 Qué podrás esperar de nosotros? Somos un equipo muy dinámico y colaborativo, generar impacto es lo nuestro! Formación inicial y contínua Una cultura hecha por y para los trabajadores 🫶 Café y fruta, cátering los días de oficina Jornada de 38.5h semanales Beneficios interesantes 🌚 Trabajo hibrido (2 días de teletrabajo) Te escuchamos! Promovemos el feedback y la mejora continua 🙏🏾 Resuena lo anterior con lo que buscas? APLICA YA!!"
Branch Operations Supervisor - Valencia,Indie Campers,"Valencia, Valencian Community, Spain","About the job ABOUT US Indie Campers, the go-to campervan Marketplace, is on a mission of making road trips available to everyone. Thanks to its digital approach and customer-centric orientation, Indie Campers has developed a strong booking experience and high-quality road trips at affordable prices. With over one million nights rented through our travel platform, we have welcomed more than 300,000 travelers from 169 countries. We offer a comprehensive and expanding array of road trip possibilities: short-term RV rentals, long-term campervan subscriptions, and the possibility of buying one of our vehicles available for sale. Rooted in a deep technological focus, our challenges are both exciting and demanding and require top talent and motivation to be successfully pursued. We are growing our team and looking for those interested in pursuing this dream with us and joining an ever-developing journey. THE ROLE We're looking for travel enthusiasts with a passion for guest service for our depot in Valencia. You'll be the face of our company, reporting directly to the Regional Manager, with the goal of ensuring an outstanding level of customer service, maintaining our fleet of campervans in top condition, and taking ownership of all issues that need to be managed to guarantee smooth operation of the depot. WHAT WILL YOU WORK ON? Handle incoming reservations, welcoming guests and taking care of check-ins and check-outs; Taking care of the fleet, logistics, and making sure our campervans are maintained in top condition; Booking activities control, manage stock, local suppliers and cleaning services; Handle complaints, emergencies, and any local issue that may arise to make sure operations run smoothly; Preparing and cleaning our campervans; Maintaining our campervans in top condition and monitor maintenance and repairing needs; Assisting in reselling campervans, preparing and showing them to prospective buyers. WHO ARE WE LOOKING FOR? You are a travel enthusiast with an aptitude for direct contact with customers, with experience in Tourism, Hospitality, Retail or Rent-a-car being desirable; You're fluent in Spanish and English (mandatory); You're eligible to work in Spain, have a valid driver's licence and feel confident enough to drive a campervan (mandatory); You're available to work weekends and national holidays; You're a responsible person who takes their work seriously and can be relied upon; You're well-organised and you're good at solving problems. THE INDIE COMMITMENT! Being part of a young, fast-growing and innovative company where you make a difference; Career development opportunities in Field Operations around the US and Europe, or transitioning to an HQ role in Lisbon or Los Angeles; Continuous training and coaching to develop the skills that matter to you; Compensation package that includes Performance and Referral Bonuses; Free Road Trips, so you can experience Indie firsthand trips around the US and Europe. Are you ready to Go Indie?"
IT Project Manager & Analyst,Lambda Executive,"Valencia, Valencian Community, Spain","About the job From Lambda Executive, we are looking for one of our clients, an IT Project Manager, to support the definition of its technological roadmap, consisting of innovative solutions to leverage its business activities in the fields of energy. The ideal candidate will have extensive experience in deploying business-oriented solutions, with a broad understanding of systems architecture, network infrastructure and data security. This role is crucial for ensuring the seamless implementation and operation of their advanced technological solutions. Main Responsibilities: Work with product management team to understand their specific requirements and needs. Collaborate with cross-functional teams to plan and support the technological roadmap definition. Support the definition of solutions to be implemented from a technical and architectural viewpoint. Definition of the integrations between systems and platforms (e.g. APIs), including enterprise systems like ERP (e.g. support the automation of invoicing processes). Support the definition of requirements and partnership agreements with 3rd party software providers. Lead the supervision and coordination of IT partners (e.g. outsourced companies) ensuring the timely delivery of releases and quality assurance. Participate in the evaluation and selection of new software tools and technologies. Propose enhancements to improve system performance, reliability, and user experience. Definition and negotiation of hosting environments for the solutions (e.g. cloud providers). Support GDPR compliance of our systems. Ensure compatibility and seamless integration with existing systems and hardware. Provide support during the implementation phase to address and resolve any issues. Supervise the testing of solutions and troubleshooting. Develop and maintain documentation for installation procedures, configurations, and troubleshooting guides. Offered: Permanent contract Fixed salary package + annual bonus 20%. Requirements: Bachelor’s or master’s degree in computer science, Information Technology, or a related field. Proven background in software architecture and/or system integration projects. Advanced English level in written and spoken (C1). Experience working under scrum framework and with JIRA Excellent problem-solving skills. Project management skills and the ability to handle multiple projects simultaneously. Minimum of 2 years of professional experience in similar roles (e.g.: Project Management, Technical Business Analyst, IT Lead) It would be a plus: Knowledge of web-based technologies, programming languages (Python) and software development tools. Experience with database management, networking, and cybersecurity principles. Knowledge of following technologies: PostgreSQL Cloud - Azure, AWS Infraestruture – VMs/ Docker/Kubernetes APIs REST Architectures: Monolithic vs Micro-services Microsoft ecosystem Monitoring: PowerBI/Grafana"
CX Operations & Automation Project Manager,Groupon,"Valencia, Valencian Community, Spain","About the job Groupon is a marketplace where customers discover new experiences and services everyday and local businesses thrive. To date we have worked with over a million merchant partners worldwide, connecting over 16 million customers with deals across various categories. In a world often dominated by e-commerce giants, we stand out as one of the few platforms uniquely committed to helping local businesses succeed on a performance basis. Groupon is on a radical journey to transform our business with relentless pursuit of results. Even with thousands of employees spread across multiple continents, we still maintain a culture that inspires innovation, rewards risk-taking and celebrates success. The impact here can be immediate due to our scale and the speed of our transformation. We're a ""best of both worlds"" kind of company. We're big enough to have the resources and scale, but small enough that a single person has a surprising amount of autonomy and can make a meaningful impact. At Groupon, we make it easy for people to discover the best local businesses at unbeatable prices. We’re reinventing the small business world by equipping merchants with tailored deal campaigns, payment processing solutions, and tools that help them run their operations more effectively. Our mission: to empower businesses and enhance the customer experience. 🚀 The Role The CX Operations & Automation Project Manager will drive strategic initiatives focused on improving refund processes, enhancing self-service capabilities, and managing key operational workflows. This role combines project management, process design, and automation strategy to support a customer-first approach across our operations. We're looking for someone with a background in customer service or retail operations, strong experience with Salesforce, and a keen interest in automation tools like chatbots or AI. If you’re a natural problem-solver with a passion for structuring complex challenges, thrive under pressure, and excel at bringing teams together to hit bold goals, this could be your perfect next step. 📍 Hybrid from Madrid, Valencia, Warsaw or Prague What You’ll Do 📋 End-to-End Project Ownership Lead multiple high-impact, concurrent initiatives from planning to full execution, ensuring delivery on time and within scope. 📊 KPI-Driven Performance Define, track, and analyze operational metrics to identify trends, opportunities, and risks, turning insights into actionable improvements. 🏗️ Process Design & Optimisation Develop, maintain, and enhance operational processes that boost efficiency, scalability, and customer satisfaction. 🤝 Cross-Functional Collaboration Work closely with global teams to drive alignment, manage stakeholders, and ensure seamless project delivery. 🧪 Tool & Innovation Testing Trial new platforms, AI tools, and automation solutions to improve workflows and performance. 📈 Global CX Impact Support and optimize multi-region support models to deliver world-class customer service. What We’re Looking For ✅ Experience: 5+ years in retail, e-commerce, or other performance-driven industries. Proven track record in project management with cross-functional leadership. Experience in global CX operations or multi-region support models. 📚 Education & Credentials: Bachelor’s degree in Business, Operations, Engineering, or related field (preferred). Project Management certifications (PMP, Agile, Scrum) are a plus. 🛠️ Skills & Competencies: Strong problem-solving and structured thinking. Advanced organisational skills and comfort with Asana (required). Proficient in data analysis using Excel/Google Sheets. Experience with dashboards, trend analysis, and process improvement. Fluency in English, written and spoken. Spanish, Polish, or Czech would be an advantage ✨ Bonus Points For: Familiarity with AI tools, chatbots, and automation. Experience with Salesforce Service Cloud, Tableau, or similar platforms. Chatbot development exposure. Why Join Us? At Groupon, you’ll be part of a passionate, globally connected team that values agility, innovation, and impact. You’ll have the freedom to own projects, experiment with new approaches, and see the results of your work in real-time. If you’re ready to drive operational excellence at a global scale, we’d love to hear from you. Groupon is an AI-First Company We’re committed to building smarter, faster, and more innovative ways of working—and AI plays a key role in how we get there. We encourage candidates to leverage AI tools during the hiring process where it adds value, and we’re always keen to hear how technology improves the way you work. If you’re passionate about AI or curious to explore how it can elevate your role—you’ll be right at home here. Groupon’s purpose is to build strong communities through thriving small businesses. To learn more about the world’s largest local e-commerce marketplace, click here. You can also find out more about us in the latest Groupon news as well as learning about our DEI approach. If all of this sounds like something that’s a great fit for you, then click apply and join us on a mission to become the ultimate destination for local experiences and services. Beware of Recruitment Fraud: Groupon follows a merit-based recruitment process without charging job seekers any fees. We've noticed an increase in recruitment fraud, including fake job postings and fraudulent interviews and job offers aimed at stealing personal information or money. Be cautious of individuals falsely representing Groupon's Talent Acquisition team with fake job offers. If you encounter any suspicious job offers or interview calls demanding money, recognize these as scams. Groupon is not responsible for losses from such dealings. For legitimate job openings (and a sneak peek into life at Groupon), always check our official career website at Groupon Careers"
Product Analyst – Optimización de flujos de compra y configuración,Fourvenues,"Valencia, Valencian Community, Spain","About the job Product Analyst – Optimización de flujos de compra y configuración En Fourvenues estamos revolucionando un mercado global de más de 100 mil millones de dólares, potenciando discotecas, festivales, beach clubs, promotoras y bares de copas en todo el mundo. Estamos buscando un/a Product Analyst – Optimización de flujos de compra y configuración, para trabajar en nuestras oficinas de Valencia, que tenga ganas de dejar una huella importante en su carrera y quiera unirse a una empresa de alto crecimiento. Si tienes autoexigencia, ambición, curiosidad y compromiso para llevar a Fourvenues al siguiente nivel, ¡queremos conocerte! Localización: Valencia (modalidad híbrida) Reporte a: CPO Tu día a día... Analizar cómo los usuarios interactúan con los flujos de compra de entradas y reserva de mesas VIP, identificando puntos de fricción y oportunidades de mejora. Evaluar y optimizar flujos de configuración y gestión B2B (tarifas, asignación de mesas, gestión de accesos). Diseñar, medir y analizar funnels y cohortes para entender comportamiento y conversión. Proponer y evaluar experimentos (A/B testing) para validar hipótesis de producto. Colaborar con Product Managers y equipo de diseño/desarrollo para priorizar mejoras de impacto. Crear dashboards y reportes claros para stakeholders, transformando datos en decisiones. Que necesitamos de ti… Domine SQL y herramientas de visualización (Looker, Tableau, Power BI o similares). Tenga experiencia con herramientas de analítica de producto (Mixpanel, Amplitude, GA4, etc.). Conozca estadística y experimentación (funnels, cohortes, A/B testing). Pueda traducir datos en conclusiones claras para equipos técnicos y no técnicos. Sea curioso y tenga mentalidad de descubrimiento: sepa proponer hipótesis, no solo reportar datos. Tenga experiencia en entornos SaaS, B2B2C o eCommerce. Valoramos... Conoces Python o R para automatizar reportes o análisis complejos. Has trabajado con métricas de retención, engagement, CAC o LTV. Tienes experiencia colaborando con Product Managers en decisiones de roadmap. Te motiva trabajar en un entorno ágil, dinámico y orientado a resultados. Qué ofrecemos… Compensación salarial competitiva, enfocada en atraer y retener perfiles de alto rendimiento. Bonus anuales para aquellos perfiles que contribuyan de forma sobresaliente en el éxito de la empresa. Plan de carrera con oportunidades de promoción y desarrollo continuo. Nos encanta apostar por la gente de casa. Una visión y un equipo que te inspirará a superarte, llevándote al siguiente nivel en tu desarrollo profesional. Formación continua. Queremos que siempre estés a la vanguardia en tecnología y habilidades, por lo que ofrecemos formaciones internas constantes. Ordenador MacBook y pantallas de alta resolución para desarrollar tu potencial al máximo. Modalidad híbrida (3+2). Tres días de oficina y dos desde casa si así te sientes mas productiv@, aunque estamos seguros de que el ambiente y el equipo te harán disfrutar de nuestra oficina más de lo esperado. Flexibilidad horaria. Como cada persona rinde mejor a su manera, te damos la libertad de organizar tu tiempo de trabajo entre las 8:00h y las 20:00h, siempre cumpliendo con los compromisos agendados. Clases de inglés voluntarias. Impartidas por profesores nativos, para que mejores tu nivel de manera efectiva. Seguro médico privado. Nos preocupamos por tu bienestar y ofrecemos cobertura médica para que tengas la tranquilidad que necesitas. Retribución flexible opcional. Este beneficio lo puedes utilizar en restaurantes, guardería, transporte y descuentos en grandes marcas. Días de vacaciones extra. Disfrutarás de días adicionales en fechas especiales como cumpleaños, navidades o eventos únicos. Sobre Fourvenues... Fourvenues, es la empresa B2B que está liderando la transformación digital en la industria del ocio nocturno. Nos dirigimos a un mercado global de más de 100 mil millones de dólares, abarcando discotecas, festivales, beach clubs, promotoras y bares de copas. Nuestra visión es clara: convertirnos en el sistema operativo de la industria, con un alto componente financiero y un modelo vertical SaaS (vSaaS) que impulse a nuestros clientes a conseguir sus objetivos. Su éxito, es el nuestro. En nuestros tres primeros años hemos multiplicado nuestros ingresos x20, y solo pensamos en ir a por más. Por eso, crecer un mínimo de 100% anual es nuestra meta, y eso exige un ambiente donde el compromiso, la autoexigencia y la curiosidad constante son clave. Aquí, la excelencia no es opcional; es la norma. Tenemos el privilegio de trabajar con marcas de renombre mundial, entre ellas Pacha, BRESH, Cova Santa, BCM, Magic Room HK, Blackworks, Sonorama Medellin, Opium o Gossip Doha. Y lo mejor, es que no paramos de cerrar nuevos partnerships cada mes, por lo que siempre tenemos desafíos que nos impulsan a esforzarnos al máximo para dar un servicio de diez. Si estás en ese momento de tu carrera, en el que estás listo para dejar huella, explotando todo tu potencial y ser parte de una empresa en plena expansión, ¡este es tu lugar! Aquí puedes conocer más de nuestro negocio y nuestra historia: https://www.youtube.com/watch?v=5ratQVugh7o"
Strategy & Operations Manager (Design),Revolut,Spain,"About the job About Revolut People deserve more from their money. More visibility, more control, and more freedom. Since 2015, Revolut has been on a mission to deliver just that. Our powerhouse of products — including spending, saving, investing, exchanging, travelling, and more — help our 60+ million customers get more from their money every day. As we continue our lightning-fast growth,‌ 2 things are essential to our success: our people and our culture. In recognition of our outstanding employee experience, we've been certified as a Great Place to Work™. So far, we have 10,000+ people working around the world, from our offices and remotely, to help us achieve our mission. And we're looking for more brilliant people. People who love building great products, redefining success, and turning the complexity of a chaotic world into the simplicity of a beautiful solution. About The Role At Revolut, Operations means problem-solving at scale. Our team tackles the company’s toughest challenges with speed, precision, and creativity. They design systems that unlock efficiency and power global growth. We’re looking for a Growth Strategy & Operations Manager to help shape how we continue to expand and operate across the globe. You’ll work on high-impact initiatives throughout the business, using insight to solve challenges, scale processes, and deliver better outcomes for our customers. Watch this video from our team members about what goes into being a Strategy & Operations Manager at Revolut. If you want to gain unparalleled experience at a leading fintech company, let's get in touch. What You'll Be Doing Managing projects to better optimise and scale deployment of Revolut’s marketing budget Building and optimising scalable processes to continue Revolut's hyper-growth Leading and executing strategic projects end to end, acting as a key point of contact for CEO, CFO, and CPO offices in collaborative efforts across the business Exploring and defining which projects the team should prioritise, and setting a timeline to reach goals quickly Working with globally leading talent and partners to achieve Revolut’s goals What You'll Need At least a 2:1 degree from a top university 2+ years of work experience in a fast-paced environment Experience at a top-tier consultancy with experience in marketing project work A solid track record of taking ownership and leading complex projects end to end A magic skill to break complex problems into smaller ones To enjoy working with data Natural curiosity and a will to make an impact An interest in the financial industry Building a global financial super app isn’t enough. Our Revoluters are a priority, and that’s why in 2021 we launched our inaugural D&I Framework, designed to help us thrive and grow everyday. We're not just doing this because it's the right thing to do. We’re doing it because we know that seeking out diverse talent and creating an inclusive workplace is the way to create exceptional, innovative products and services for our customers. That’s why we encourage applications from people with diverse backgrounds and experiences to join this multicultural, hard-working team. Important notice for candidates: Job scams are on the rise. Please keep these guidelines in mind when applying for any open roles. Only apply through official Revolut channels. We don’t use any third-party services or platforms for our recruitment. Always double-check the emails you receive. Make sure all communications are being done through official Revolut emails, with an @revolut.com domain. We won't ask for payment or personal financial information during the hiring process. If anyone does ask you for this, it’s a scam. Report it immediately. By submitting this application, I confirm that all the information given by me in this application for employment and any additional documents attached hereto are true to the best of my knowledge and that I have not wilfully suppressed any material fact. I confirm I have disclosed if applicable any previous employment with Revolut. I accept that if any of the information given by me in this application is in any way false or incorrect, my application may be rejected, any offer of employment may be withdrawn or my employment with Revolut may be terminated summarily or I may be dismissed. By submitting this application, I agree that my personal data will be processed in accordance with Revolut's <a class=""postings-link"" href=""https://www.revolut.com/legal/data-privacy-for-candidates"">Candidate Privacy Notice"
IT Business Analyst con Francés,Sopra Steria,"Valencia, Valencian Community, Spain","About the job Porque trabajar en Sopra Steria, también es sentir Sopra Steria. Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España. Nos enfocamos en las personas, en su formación y desarrollo profesional, lo que nos impulsa a crecer y mejorar constantemente. Tenemos pasión por lo digital y al igual que tú, buscamos la mejor de las aventuras. Queremos que tu día a día se convierta en la mejor de tus inspiraciones. Que aprendas, aportes, te diviertas, crezcas y que, sobre todo, disfrutes al máximo. Si quieres formar parte de un equipo “Great Place to Work”, ¡Sigue leyendo! ¡Estamos buscando un/a Analista Funcional para unirse a nuestro equipo internacional en plena expansión! Buscamos una persona que actúe como puente clave entre el cliente y los equipos técnicos, participando en proyectos IT de gran envergadura para clientes francófonos. Si te apasiona la comunicación, el análisis funcional y quieres formar parte de un entorno internacional, ¡esta oportunidad es para ti! 🌟 ¿Qué harás en este puesto? Participar en reuniones con el cliente para recoger y analizar los requisitos del proyecto Documentar y estructurar los requisitos funcionales de forma clara y completa Gestionar los cambios que puedan surgir y asegurarte de que las necesidades del cliente se reflejen correctamente Dar soporte funcional al equipo de desarrollo y hacer seguimiento de la implementación Validar los desarrollos realizados, colaborar en la definición de casos de prueba y participar en el proceso de testing funcional Proponer mejoras en los procesos para aumentar la calidad y eficiencia del delivery Gestionar múltiples tareas asegurando el cumplimiento de plazos 🔧 ¿Qué buscamos que tengas? Nivel alto de francés (C1 o superior) – contacto directo con el cliente Mínimo 3 años de experiencia como Analista Funcional en proyectos IT Conocimiento del ciclo de vida de desarrollo de software Capacidad para redactar documentación funcional precisa y comprensible Perfil proactivo, resolutivo y con orientación al cliente 💼 ¿Qué te ofrecemos? Participar en proyectos tecnológicos internacionales y retadores Colaborar con equipos multiculturales y multidisciplinares Modalidad de trabajo flexible (híbrido o remoto) Acceso a formaciones, buenas prácticas y comunidades internas Un entorno dinámico, cercano y con visión a largo plazo 📌 ¿Qué tenemos para ti? Contrato indefinido y jornada completa Modalidad híbrida 23 días de vacaciones Formación continua: competencias técnicas, transversales y de idiomas. Contamos con acceso a certificaciones, formaciones de los principales Partners Tecnológicos, plataformas online y ¡mucho más! Seguro de vida y de accidentes Posibilidad de acogerte a nuestra retribución flexible (seguro médico, cheques guarderías, transporte, comida y formación) Acceso a Privilege Club, donde encontrarás descuentos interesantes en las principales marcas Onboarding personalizado y detallado. Te acompañamos en todo momento para que te sientas #soprano desde el primer momento. Oficina con espacios reservados al ocio. ¡Trabajo y diversión unido! Compañerismo y buen ambiente, el poder de la unión lo tenemos presente. Y lo más importante…Tienes la posibilidad de desarrollar tu carrera profesional con nosotros: Crearemos juntos un plan de carrera personalizado. Te formarás, marcaremos objetivos y llevaremos a cabo un seguimiento para asegurarnos de que lo conseguimos juntos. Escuchamos tus prioridades y luchamos por ellas. ¡Aquí tu voz importa! ¡Únete a nosotros y sé parte de algo más! The world is how we shape it Adquirimos el compromiso de respetar la diversidad, creando un ambiente de trabajo inclusivo y aplicando políticas que favorezcan la inclusión y promuevan el respeto social y cultural en cuestiones de género, edad, funcional, orientación sexual y religión con igualdad de oportunidades."
