title,company,location,description
Junior Product Manager,TuoTempo,"Barcelona, Catalonia, Spain","About the job We build digital tools to simplify healthcare. Tuotempo is the CRM used by some of the biggest clinics in Europe and Latin America. We help hospitals, doctors, and operators focus on what matters most: taking care of patients. Our product is cloud-based, modular, and designed to make every step of the patient journey simpler — from booking to post-visit follow-up. Curious to learn more? Check out our website: https://www.tuotempo.com 👀 🏠 We're a remote-first company: you can work 100% remotely from Italy or Spain, or visit us in Bologna or Barcelona — your choice! Job Description Join us as a Junior Product Manager and help shape the future of our CRM platform. You’ll work closely with your manager, project managers, and developers, turning real customer needs into innovative, high-impact solutions that make a difference. Here's What Your Day-to-day Will Look Like Analyze customers and users needs, gather feedback, write documentation Conceptualize, design, and refine product features by writing clear specifications that guide developers as they build and improve them. Partner closely with our engineers to assess feasibility and validate solutions scalability. Dive into logs and usage data to track down bugs and pinpoint their root causes. Help internal teams understand how the product works (Sales, Support, PMs) Maintain and update internal documentation What’s in it for you? A dedicated mentor: you’ll partner one-on-one with our CRM Product Lead, gaining hands-on coaching and feedback every step of the way. End-to-end exposure: from discovery interviews to launch day, you’ll touch every phase of the product life-cycle and see how great products are built. Real responsibility (with a safety net): we’ll guide the key decisions, but you’ll own meaningful workstreams and ship features that matter. Growth: bring your curiosity and drive, and we’ll give you the space, tools and support to level up. If you’re a proactive self-starter who’s ready to learn, eager to take ownership and excited to make an impact, we can’t wait to meet you. Qualifications What we’re looking for (must have): Bachelor’s degree in Design, Computer Science, or similar 1+ year in Product Management or 3+ years in Product design or Software development (we welcome people making a career change) Hands-on experience working with digital products, especially cloud-based software Solid understanding of the full product development lifecycle Strong English (B2+), plus Italian or Spanish Bonus Points (nice To Have) Experience in the Healthtech or Insurtech industry Familiarity with AI tools or workflows (e.g. automation, analysis, productivity) Additional Information ✨ What we offer: We value a healthy work-life balance and long-term growth. Benefits vary by location, but here’s what you can expect: Shared Benefits 🏡 100% remote work, with the option to join our offices in Bologna or Barcelona 📈 Stock options plan after 6 months 🎂 One extra day off for your birthday 🌱 Access to iFeel – our mental wellbeing platform Italy-specific 🍽️ €8/day meal vouchers – lunch is covered if you're in the Bologna office 🩺 Private health coverage via Metasalute Spain-specific ❤️ Comprehensive private health insurance with Adeslas 💳 Flexoh – flexible compensation platform 💪 Wellhub – gym & wellness network membership 🌍 Language courses 🤝 Hiring process Screening test (async) – A 45' online assessment with written questions designed to understand how you approach product problems and communicate your thinking. No right or wrong answers — just your point of view. HR interview – We'll talk about your background, motivation, and what you're looking for. You’ll also learn more about our team and how we work. Interview with the Product Manager – A hands-on session where we’ll explore how you approach product challenges. There will be a live test to see you in action! Final interview with our VP of Product – A broader conversation to align on expectations and future growth. If it’s a match, we’ll move forward with the offer 🎉"
Product Associate,ZenOwn,Spain,"About the job PRODUCT ASSOCIATE AT ZENOWN AI SCALE-UP 🚀 WHO ARE WE? ZenOwn is innovative AI Technology company that empowers world’s leading consumer goods brands to attract, engage and retain their consumers in the retail. ZenShelf AI solutions enables automatic planning and monitoring of the in-store execution to optimise sales for CPG brands in retail. Loop by ZenOwn enables brands to register, engage, retain & understand their consumers. Awarded by Plug & Play, WebSummit and others for its innovativeness. Powered by a high performing diverse team with leading tech & consumer goods experience, powering 5 of Top 100 consumer brands on 4 continents. 👍 WHY JOIN US By joining ZenOwn, you’ll be part of a dynamic, forward-thinking team that encourages innovation and values each team member’s contributions. You’ll work in a supportive environment that prioritises personal growth and offers opportunities to make a tangible impact. 👩‍💼👨‍💼 WE ARE LOOKING FOR A TOP PERFORMER WHO: Has strong organisational skills and can manage multiple workstreams efficiently Demonstrates a genuine interest in startups, technology, and AI Is fluent in Spanish Possesses excellent analytical abilities and is comfortable working with data to inform decisions Communicates clearly and professionally, both in writing and verbally Has a cross-functional mindset, with an understanding of customer support and business operations Is proactive, reliable, and brings a high degree of professionalism to their work Is curious, eager to learn, and thrives in a fast-paced, dynamic environment 📦 WHAT WE OFFER: Location flexibility (remote) Further career opportunities within ZenOwn for top performers Learning & development opportunities End-to-end ownership of key initiatives with a high degree of responsibility 🎯 KEY RESPONSIBILITIES: Support the Product team in managing product development workflows, ensuring tasks are organised and on track Collaborate with cross-functional teams (e.g., Customer Support, Business Development, Tech) to gather requirements and ensure smooth product operations Analyse user feedback, market trends, and internal data to identify opportunities for improvement to our B2B solutions Prepare clear documentation, reports, and presentations to communicate insights and progress to stakeholders Contribute to maintaining a high standard of execution across product initiatives Assist with onboarding materials and training related to new features and updates Help drive operational excellence and continuous improvement in product processes Communicate professionally with Spanish-speaking clients INTERESTED? Tell us why you’re a perfect fit for this role and how your experience can contribute to our mission and attach your CV in English. Put “Product Associate” and your name in the email subject line. jobs@zenown.com"
Product Manager,Wikifarmer,Spain,"About the job In a nutshell 🥜 Wikifarmer is on a mission to empower farmers globally by providing education and direct access to the open market at fair prices. As our product evolves to meet growing demand, we’re looking for a data-driven Product Manager to take full ownership of a key area of our platform. As part of our lean and fast-moving product team, you’ll be directly responsible for unlocking value in a key product vertical by improving user experience, measuring outcomes through clear KPIs, increasing delivery velocity, and supporting the company’s ability to scale. This is a high-impact role where product thinking meets real-world outcomes. You’ll work cross-functionally, own your roadmap, and build features that drive outcomes for users across the agriculture value chain. What you’ll be doing Own a product area: take ownership of a core product vertical or business challenge; define and prioritize opportunities, lead roadmap execution. User-centric discovery: proactively engage with users and stakeholders; synthesize qualitative and quantitative insights into actionable product improvements. Drive execution and delivery: Work closely with design, engineering, and data to build and ship valuable features at pace; remove blockers and resolve dependencies. Make data-driven decisions: define, monitor, and analyze success metrics; set up experiments (A/B tests, pilots) and use results to inform prioritization and iteration Promote team collaboration: foster a culture of transparency and partnership across squads; influence without formal authority. Champion continuous learning: stay up-to-date with AI, agri-tech, and product management best practices; champion learning mindset and experimentation. What you’ll bring to the table Work proficiency in English with strong written and spoken communication skills At least 3+ years of product management experience, with a strong track record of leading digital products end-to-end, defining KPIs, and demonstrating impact through data Strong user empathy and a proven experience solving real customer problems through validation, and data-informed iteration Cross-functional collaboration in remote-first teams (engineering, design, commercial) A curious, growth-oriented mindset - comfortable with ambiguity and eager to explore new domains through research and rapid experimentation Experience prototyping with AI, either in a professional or personal capacity, demonstrating the ability to test and apply AI tools in practical, user-focused ways 💫 Bonus points if you bring… Experience in agri-tech, food systems, marketplaces (B2B or B2C), or supply chain ops Prior experience in a startup or scale-up environment Passion for emerging tech – AI, automation, or data products A process-driven mindset: you enjoy building and improving analytics frameworks, data pipelines, or discovery practices Multilingual or experienced in designing for global users What we can offer: A competitive fixed salary of €50k - €73k based on experience Private medical insurance for you and your family 24 days of annual leave (plus national holidays) A collaborative team that values initiative, innovation, and ownership Real impact - your work will directly affect customer success and operational excellence"
"Manager, Product Manager",Canonical,EMEA,"About the job Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution. The company is founder led, profitable and growing. Canonical’s product management team are technologists who have a passion for delivering products and solutions that help shape market demands while elevating open source software everywhere. This is a general application track for the product management positions at Canonical, across all levels of team leads. As a manager, you will lead a team of product managers, mentoring them to ensure their success while driving alignment with company goals. You will set a clear vision, prioritize work effectively, and ensure the team delivers high-quality products that meet business and user needs. Apply here if you excel at leadership, communication, and technical vision, and believe you can drive product strategy for the business needs of tomorrow. During the interview process we will identify specific software products which would be a good fit for your interests. We believe that open source is transforming the way that enterprises solve their business needs. Although open source has been around for thirty years, it is only now fundamental to every corner of the software landscape. Going forward we believe open source will have an even bigger impact as it moves into specialised vertical markets. Our goal is to make open source easier, more reliable and more secure for deployment and development. We strive to be the provider of ‘most software to most companies’, starting with Ubuntu but expanding to cover every class of application on every class of compute. To deliver on that ambition, we select product managers for their intellect and strong drive to advance the open source community. Together, we aim to improve open source quality, outreach, and impact. Our product managers set the vision and the direction to ensure teams deliver the right products in the right markets at the right time. They push the boundaries of the technology landscape to identify and deliver products into new and existing market opportunities. Our product managers are technology professionals with a software engineering background who strive to become business executives and entrepreneurs. We discuss strategy, plan product development, drive engagement, and promote the open source way. We oversee the entire product lifecycle from conception to delivery, blending technical expertise, strategic thinking, analytics, project management skills and effective communication to ensure products meet both user needs and business objectives. We have open product manager roles across a wide range of product domains, including: Ubuntu Platform - Our Ubuntu experience on Desktop, Server, Windows (WSL), Multipass, Gaming, Enterprise, & Hardware Enablement Ubuntu Pro Services - Our key commercial offerings Ubuntu Pro, Compliance, Standards, Security Engineering, and Managed Services on cloud and on prem IoT - Ubuntu on embedded devices and/or edge servers, device management, and robotics Cloud - Ubuntu in public and private clouds, promoting automation frameworks, and including technologies such as Kubernetes, MAAS, and LXD Telco - Open source for Telco's including technologies and standards related to Core Network, RAN/vRAN, SoNIC, DENT, and SmartNICs Finance - Open source solutions for financial institutions including trading platforms, blockchain technologies, regulatory compliance, and AI-driven analytics Automotive - Open source solutions for autonomous driving, in-vehicle infotainment, connected vehicles, and compliance with automotive industry standards such as ISO 26262 and ISO 21434 Application Management - Open source solutions in the enterprise including Observability, IAM, App Stores and technologies such Grafana, GitOps, and Juju Charms If your domain of expertise isn’t listed above, yet you feel it’s relevant to Canonical, then feel free to apply anyway. We will route you to the most suitable team. Location: These roles are home based in the EMEA time zone. This role entails Lead the product development lifecycle, reviewing the priorities and goals for your product Collaborate with cross-functional teams such as engineering, design, marketing, and sales Address common challenges across projects, align on priorities, enable informed decisions, and keep business execution on track Conduct market research, analyse industry trends, and gather customer feedback to identify opportunities Communicate your product vision, status updates, and key decisions to ensure alignment and manage expectations Conduct usability testing, analyse user feedback, and iterate on the product to improve the user experience Collaborate with marketing, sales, and support teams to develop go-to-market strategies, create product documentation, and provide training Contribute to the success of our sales team in winning new opportunities, reviewing customer feedback and participating in customer meetings Guide and mentor a team of product managers, helping them grow in their roles and succeed in their projects Oversee the work of multiple product lines, ensuring consistency in strategy and execution across your team Facilitate collaboration and resolve conflicts within your team and across other departments What we are looking for in you Exceptional academic results at high school and university Understanding of Linux and the wider open source software community Understanding of computer architecture, application development, datacenters, cloud or devices Passion to write about technologies and the tech landscape A strong work ethic, and personal interests aligned with the open source movement Curiosity, and the habit of continuous learning A strong sense of ownership Problem solving and the ability to innovate Outstanding communications skills in English, both verbal and written For more senior positions, product management experience in the software industry Proven experience in managing and mentoring product managers or cross-functional teams Ability to manage multiple projects or product lines while maintaining focus on key priorities Demonstrated leadership in aligning diverse teams and driving consensus around product strategies Willingness to travel internationally up to 4 times a year for company events up to two weeks long Additional Skills That We Value Familiarity with a particular verticals (e.g. Telco, Finance, Industrial, Automotive) Familiarity with the technology ecosystem including Silicon, IHV, ISV, ODM/OEMs, cloud service providers and channel Familiarity with cloud native technologies such as Kubernetes, Docker containers & Snaps Familiarity with embedded and connected device technology and ecosystems Experience in managing distributed teams across different time zones Demonstrated ability to foster collaboration and innovation in team settings What we offer colleagues We consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally. Distributed work environment with twice-yearly team sprints in person Personal learning and development budget of USD 2,000 per year Annual compensation review Recognition rewards Annual holiday leave Maternity and paternity leave Employee Assistance Program Opportunity to travel to new locations to meet colleagues Priority Pass, and travel upgrades for long haul company events About Canonical Canonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since its inception in 2004. Working here is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical is an equal opportunity employer We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration."
Product Manager - OpenData,Veeva Systems,Spain,"About the job Veeva Systems is a mission-driven organization and pioneer in industry cloud, helping life sciences companies bring therapies to patients faster. As one of the fastest-growing SaaS companies in history, we surpassed $2B in revenue in our last fiscal year with extensive growth potential ahead. At the heart of Veeva are our values: Do the Right Thing, Customer Success, Employee Success, and Speed. We're not just any public company – we made history in 2021 by becoming a public benefit corporation (PBC), legally bound to balancing the interests of customers, employees, society, and investors. As a Work Anywhere company, we support your flexibility to work from home or in the office, so you can thrive in your ideal environment. Join us in transforming the life sciences industry, committed to making a positive impact on its customers, employees, and communities. The Role Our vision for OpenData is to become the global leader in reference data for the life sciences industry. Customers use OpenData as a foundation for their commercial and medical operations, driving patient outcomes. We are looking for a high-performing product manager to join our team in Spain or Portugal. In this role you are responsible for driving the OpenData product in Spain and Portugal, owning all data development processes end-to-end. What You’ll Do Responsible for the OpenData Spain and Portugal data product Make product decisions across data sourcing, transformation, updates, and analytics Maintain customer relationships, gather feedback, and make continuous improvements Define priorities and requirements for data engineers, analysts, and product operations Partner with sales and services to deliver customer success Ensure the data delivered is of high quality Track relevant market changes and regulatory developments Requirements Strong prioritization skills with the ability to balance product scope, quality, and customer feedback Experience with the healthcare ecosystem in Spain and Portugal Proficient in SQL Bachelor's degree in Computer Science, Information Management, Math, Statistics Fluent in Spanish and English Nice to Have Experience in building data products for the life sciences industry (data modeling, data sourcing, data analysis, data delivery) Fluent in Portuguese #RemoteSpain Veeva’s headquarters is located in the San Francisco Bay Area with offices in more than 15 countries around the world. As an equal opportunity employer, Veeva is committed to fostering a culture of inclusion and growing a diverse workforce. Diversity makes us stronger. It comes in many forms. Gender, race, ethnicity, religion, politics, sexual orientation, age, disability and life experience shape us all into unique individuals. We value people for the individuals they are and the contributions they can bring to our teams. If you need assistance or accommodation due to a disability or special need when applying for a role or in our recruitment process, please contact us at talent_accommodations@veeva.com."
Product Manager (100% Remote),Robert Walters,Spain,"About the job En Robert Walters Valencia, estamos en la búsqueda de un perfil que encaje con la posición Product Manager para liderar la transformación digital de una empresa en pleno crecimiento. Qué buscamos: Más de 4 años de experiencia en gestión de producto, preferiblemente en entornos digitales o startups. Capacidad para trabajar de forma transversal con equipos y tomar decisiones basadas en datos. Enfoque estratégico y orientación clara a resultados. Dominio de herramientas analíticas como Google Analytics, Looker o Mixpanel. Comunicación efectiva y habilidad para priorizar de forma autónoma. Se valora positivamente: Experiencia en apps móviles B2C con gran volumen de usuarios. Conocimientos de diseño UX/UI y herramientas como Figma. Familiaridad con metodologías ágiles y trabajo con equipos técnicos."
Product Manager,Triple,Spain,"About the job Looking for An ambitious and visionary Product Manager excited to build a new product from scratch and leave a mark on the future of finance. About Triple Triple is a high-growth fintech disrupting the payment data enrichment landscape, leveraging technology to enhance customer experiences. Our unique ecosystem offers solutions like transaction brand enrichment, logo provisioning, geolocalisation, data categorization, subscription analysis, and carbon footprint measurement. Our aim is to shape the future of finance with a powerful API. We value thinking long-term, getting things done with a diverse team, and staying humble. We have large banks and fintechs as customers, an experienced team, and a large network of investors behind our company. We have raised $10M in funding. What you will do Take full ownership of a new product from 0 to 1 Define and shape the product in close collaboration with customers and internal teams Translate abstract user problems into clear, actionable product requirements Own the roadmap from ideation to launch and continuous iteration Work cross-functionally with engineering, design, and commercial teams to ship effectively Validate assumptions quickly and iterate based on feedback and data Drive the product vision while staying agile and open to change What you need 3–5 years of experience in Product Management, ideally in fintech or banking Proficiency in English Strong problem-solving skills and ability to simplify complex systems Experience working with technical teams on API-based or data-driven products Comfortable owning products end-to-end in fast-paced, ambiguous environments Excellent communication and stakeholder management skills Conditions Remote-first. We offer a flexible work environment, a supportive and collaborative team, a competitive salary, equity options, and the opportunity to make a real impact on the future of finance. Join Triple and shape the future of finance Please kindly apply through LinkedIn."
Global Product Manager - Crop Protection / Insecticides,ADAMA Ltd.,European Union,"About the job Join ADAMA – A Global Leader in Crop Protection With nearly 10,000 employees and $5 billion in annual sales across more than 100 countries, ADAMA is one of the world’s top crop protection companies and part of the Syngenta Group. Our mission is to create simplicity in agriculture – helping farmers grow. We are proud to foster a diverse and inclusive workplace and welcome candidates from all backgrounds. About the Role We are seeking a Global Product Manager – Insecticides to join our Global Product Development team. This is a strategic role responsible for the performance, positioning, and lifecycle management of key Active Ingredients (AIs) and their related products within ADAMA’s global insecticides portfolio. You will leverage data, market trends, and competitive insights to develop product strategies and recommendations that enhance both operational execution and commercial impact. This is a unique opportunity to gain a global view of agriculture and the crop protection industry, working cross-functionally across regions, cultures, and disciplines. Fantastic opportunity to see agriculture globally and understand our industry end to end. Reports to the Insecticides Global Sector Head and to be based from UK, Germany, France, Italy or Spain Key Responsibilities • Develop and implement strategic plans for assigned Active Ingredients under the guidance of the Global Sector Head. • Manage products across their entire lifecycle, from ideation and development to phase-out. • Analyze market data and performance metrics to identify opportunities, gaps, and risks. • Present product strategy and investment proposals to senior leadership and executive teams. • Collaborate with regional teams (Anchor and Important Countries) to optimize product value and support execution at country level. • Drive New Product launches for key products in collaboration with markets • Drive revenue and margin improvements through optimal product positioning and pricing strategies. • Partner with 3rd-party companies to establish strategic in-licensing or out-licensing collaborations. • Act as the central information hub for your products, supporting marketing, regulatory, and supply chain decisions. • Anticipate regulatory risks and help ensure continued “license to operate” for key actives. • Support the product pipeline by advancing innovations through internal stage-gate processes. • Stay informed of global trends, market developments, regulatory shifts, and competitor activity to guide strategic decision-making. • Provide training materials and performance (RTB) data to local marketing and sales teams. • Facilitate internal alignment and cross-functional commitment across global stakeholders. About You – Skills & Experience • Proven experience in a similar role within the crop protection industry is essential. Experience with insecticides is a plus, but not mandatory. • Strong analytical thinking and strategic mindset. • Excellent interpersonal and influencing skills across matrixed, multicultural environments. • Experience in additional domains such as R&D, Regulatory, or Marketing is an advantage. • Academic degree in Agronomy, Plant Science, Biology, or a related field. • MBA or business-related postgraduate qualification is a plus. • Fluent in written and spoken English. Why ADAMA? Be part of a purpose-driven global leader in agricultural innovation. Work with experts from around the world in a collaborative and inclusive environment. Influence the development and direction of key products impacting global food production. Build a career with meaning, visibility, and growth. Ready to Make an Impact? Apply today to join ADAMA as our new Global Product Manager – Insecticides and help us shape the future of crop protection."
Product Manager,Incode,Spain,"About the job POWER A WORLD OF TRUST Incode is the leading provider of world-class identity solutions that is reinventing the way humans authenticate and verify their identities online to power a world of digital trust. Through our revolutionary identity solutions, we are unleashing the business potential of universal industries including finance, government, retail, hospitality, gaming, and more, by reducing fraud and transforming human interactions with data, products, and services. We’re in the process of rapidly scaling our diverse global team and we’re looking for entrepreneurial individuals and leaders who are curious, driven, and excited by ownership to join a Unicorn-status scale-up! About The Role Join Incode as a Product Manager for Biometric Intelligence, where you will lead efforts to advance next-generation biometric technologies. You will focus on building deepfake detection capabilities, enhancing liveness detection, and productizing these solutions to create impactful Go-to-Market (GTM) strategies. You will also work closely with customers to identify upsell opportunities and ensure Incode’s biometric solutions remain at the forefront of the industry. Key Responsibilities Develop and execute a product roadmap for advanced biometric intelligence, focusing on deepfake detection and enhanced liveness technology. Collaborate with engineering and research teams to deliver cutting-edge solutions that detect and prevent emerging threats. Productize biometric capabilities into scalable offerings with strong GTM alignment, ensuring rapid customer adoption. Identify and execute upsell opportunities by demonstrating the value of advanced biometric solutions to existing customers. Leverage customer insights and industry trends to drive innovation in biometric intelligence. Define and track performance metrics for biometric products, using data-driven insights to optimize offerings continuously. Qualifications 5+ years of product management experience, preferably in biometric intelligence or related fields. Strong understanding of biometric technologies, deepfake detection, and liveness detection systems. Proven ability to collaborate with cross-functional teams, including engineering, research, and sales. Experience in developing GTM strategies and identifying upsell opportunities. Exceptional analytical skills and ability to leverage data to drive decision-making. 8 Aspects Of Our Culture Values are what we value High performance Freedom & responsibility Context, not control Highly aligned, loosely coupled Continuous Feedback Pay Top of Market Promotions & Development Learn more about Life at Incode! Benefits & Perks Meaningful Equity Flexible Working Hours & Workplace Open Vacation Policy Wellness Program International Travel Opportunities Additional benefits package according to location (401k, medical insurance, etc.) Equal Opportunities Incode is an equal opportunity employer, committed to creating a diverse and inclusive work environment. We take great pride in having an inclusive, diverse, and global team, and we are always looking for talented and passionate individuals from all backgrounds and walks of life. As part of our commitment to inclusion, we ensure that reasonable accommodations are available throughout the hiring process. If you require any accommodation due to a disability or specific need, please let our Talent Acquisition team know—we’ll do our best to support you. Applicant Data Privacy We will only use your personal information concerning Incode’s application, recruitment, and hiring processes."
Growth Product Manager (Web),Reverse Tech,"Barcelona, Catalonia, Spain","About the job At Reverse Tech, we are on a mission to create, launch, and scale digital product brands in the health and wellness space. Our goal is ambitious – we aim to help 10 million people improve their health by 2030 through hyper-targeted, mass-scale brands. We specialize in subscription-based business models and pride ourselves on being results-focused, with no big egos, just big data. What We Want to Achieve: Our vision is to discover novel self-serve solutions to the world's greatest health problems, all while adhering to our core values. We are looking for a Growth Product Manager (Web) to join our Reverse Tech remote team. You will play a crucial role in building and scaling our mobile apps within our health and wellness vertical. You'll work closely with senior stakeholders across all of Reverse Tech, contributing to our mission of improving lives and changing the world through innovative digital solutions. About the Role: As a Growth Product Manager (Web), you will: Own and optimize conversion funnels to drive user acquisition and monetization. Analyze user behavior, user personas and funnel performance to identify and prioritize improvement opportunities. Design and execute A/B tests to optimize key metrics and improve user experience. Collaborate with marketing, design, tech, and data teams to implement growth initiatives. Improve conversion rates, average order value (AOV), and user lifetime value (LTV) through data-driven strategies. Analyze customer behavior, market trends, and competitor strategies to uncover growth opportunities. Desired Skills Proven experience in growth product management or a data-driven product role. Experience with A/B testing and user journey optimization. Strong understanding of conversion rate optimization (CRO) principles and methodologies. Proficiency in analytics tools. Knowledge of UX/UI design principles and their impact on user behavior. A proactive, self-driven approach with excellent collaboration and communication skills. Comfortable working in a fast-paced, results-driven environment. Our Values: Care: We support and stand by our team members in any situation, ensuring that no one is left behind. Extreme Ownership: We take responsibility not only for tasks under our direct control but for anything that impacts our mission's success. Identification: We take pride in being part of something bigger than ourselves, with the goal of changing the world by helping people get healthier. Communication: We value honesty and direct language, fostering a culture free of politics. Performance: We believe in providing full freedom while striving for top-notch performance from everyone. Trust: We value the words and qualities of our team members, fostering an environment of trust and respect Benefits What Our Team Members Get: 100% remote and flexible work hours Top notch equipment (MacBook Pro or PC, you decide) Full-time or freelance opportunities Learning from the best, including ex-Googlers and more Unlimited growth prospects Inclusion in a winning team Competitive compensation A fun, non-corporate atmosphere If you're passionate about digital health and well-being, have a solid experience in growth product management and are ready to join a dynamic, global team, we encourage you to apply. Help us shape the future of health and wellness through technology. Learn more about us at https://www.reverse.tech/ and apply today to become a key player in our exciting journey. *This position is offered as a Remote option, reach out to us to evaluate the options according to your location."
