title,company,location,description
Product Designer,Mercadona Tech,"Valencia, Valencian Community, Spain","About the job Sobre el rol El diseño en productos digitales es esencial para la experiencia del usuario y el éxito del producto. En Mercadona Tech estamos en búsqueda de un Diseñador de Producto en nuestro hub de Valencia para ayudarnos a seguir creciendo y trabajar en proyectos interesantes. Sobre ti En nuestra empresa, los datos son esenciales para tomar decisiones. Apreciamos tu perspectiva y damos la bienvenida a cualquier idea que puedas tener, pero priorizamos siempre el uso de datos. Para ser un Product Designer en Mercadona Tech, debes sentirte cómodo trabajando con metodologías ágiles, design thinking, y dinámicas de equipo hasta entender la raíz de los problemas. No tengas miedo, te ayudaremos a aprender conceptos avanzados de diseño/investigación si lo necesitas. Ser un Product Designer en MercadonaTech Basamos todas nuestras decisiones en datos, investigamos continuamente y probamos cada solución propuesta con los usuarios. Definimos y ponemos en marcha talleres en los que todos los roles participan desde el principio, la fuerza está en el equipo. Aplicamos design thinking para innovar y explorar todas las vías posibles para garantizar la calidad en lo que hacemos. Cultura del Impacto; en Mercadona Tech buscamos continuamente el equilibrio perfecto entre valor y esfuerzo. No sólo impacta en el Producto, sino que Mercadona Tech es una empresa que trabaja en herramientas y productos que impactan en la vida de miles de personas. La mejor forma de entender cómo trabajamos es preguntando a nuestro equipo de diseño. Puedes leerlo siguiendo este enlace: Libera tu potencial Tecnologías en nuestros equipos de Diseño: En MTech, el diseñador de producto participa en la definición de la estrategia y en la comprensión del problema, teniendo en cuenta las necesidades del negocio y asegurando así su ejecución. Un diseñador en MTech se centra en el usuario, es capaz de trabajar en pequeñas iteraciones, y está muy centrado en la investigación (funcional). Por otro lado, utilizan la metodología design thinking. Necesitan estar en continuo contacto con el Product Manager y el Frontend (ya que construyen la interacción con el usuario) pero también con el rol de Procesos físicos, ya que deben entender qué está pasando en las colmenas (nuestros centros especializados de preparación de pedidos) o en las tiendas y qué problemas pueden surgir. Herramientas de un diseñador de productos: Sketch, Figma, Origami, FramerJS, o equivalentes. Lo que ya aportas: Capacidad para idear, crear prototipos y probar conceptos en cualquier plataforma. Soltura a la hora de aplicar metodologías de investigación de usuarios y saber aplicar buenas prácticas. Familiaridad a la hora de trabajar con metodologías ágiles en entornos de entrega continua. Habilidades de comunicación para transmitir conceptos y promover su impacto potencial. Saber trabajar en equipo con humildad, recibir feedback y darlo de forma constructiva. Capacidad para adaptar metodologías y procesos de diseño a diferentes circunstancias o colaboradores. Dominio del español y habilidades comunicativas en inglés. ¡Esto es lo que te ofrecemos! Trabajar en un entorno híbrido (4x1): 4 días en la oficina y 1 día en remoto, brindándote flexibilidad para equilibrar lo mejor de ambos mundos. Te proporcionamos un equipo de última generación, asegurando que tengas todas las herramientas y recursos necesarios para destacar en tu rol. En Mercadona Tech, creemos en el crecimiento continuo: ofrecemos clases de idiomas (inglés y español) para todos nuestros empleados, ayudándote a expandir tus habilidades tanto profesionales como personales. El aprendizaje constante es nuestra motivación y nos impulsa a seguir adelante. Sabemos que el crecimiento es clave para avanzar, tanto a nivel individual como colectivo. Te invitamos a unirte a nuestro meetup tecnológico y de producto: Awakatech. Es la oportunidad perfecta para hacer networking, compartir experiencias y conectar con otros profesionales del sector. Si eres de los que confían en sus colegas, tenemos un atractivo programa de referidos internos, con un bono especial por recomendar a nuevos talentos a nuestra empresa. Si te mudas desde otra ciudad para unirte a nosotros, también ofrecemos un bonus de reubicación para facilitar tu transición. Y, por supuesto, ofrecemos paquetes salariales competitivos porque creemos que el mejor talento merece ser bien reconocido. El rango salarial para este puesto es de 41k-43k, dependiendo de tu nivel técnico y experiencia."
Ingeniero/a Industrial (consultoría operacional),Lãberit,"Valencia, Valencian Community, Spain","About the job ¿Quiénes somos? En Lãberit, somos una compañía tecnológica en constante crecimiento, especializada en soluciones innovadoras para la transformación digital. Nuestra unidad de Supply Chain Management lidera proyectos de alto impacto para la digitalización del entorno industrial. ¿Qué buscamos? Estamos en la búsqueda de un/a ingeniero/a industrial (o perfil con al menos 2 años de experiencia en el entorno industrial) que quiera desarrollar su carrera en el ámbito de la consultoría operacional y evolucionar como transformador/a digital en entornos industriales. Tu Misión Será Participar en proyectos de transformación digital dentro del sector industrial. Implementar e integrar sistemas MES (Manufacturing Execution Systems) para digitalizar y optimizar procesos productivos. Colaborar con equipos multidisciplinares y clientes para diseñar soluciones adaptadas a cada planta industrial. Analizar procesos operacionales y proponer mejoras mediante herramientas digitales. Requisitos Titulación en Ingeniería Industrial o similar. Experiencia mínima de 2 años en entornos industriales (producción, operaciones, logística, etc.). Interés en el ámbito de la consultoría y la transformación digital. Capacidad analítica, orientación al cliente y habilidades de comunicación. Se valorará experiencia o conocimientos en sistemas MES, SCADA, ERP u otras tecnologías industriales. Ofrecemos Modelo híbrido de trabajo Flexibilidad horaria Jornada intensiva en verano y todos los viernes del año 22 días de vacaciones + día de cumpleaños libre Beneficios sociales: seguro médico privado, Plan de retribución flexible Bienestar en la oficina: servicio de fisioterapia todos los jueves, fruta, entrenamientos en equipo dos veces por semana con entrenador personal Laberit, es una empresa tecnológica de soluciones digitales que coloca a las personas en el centro de todo lo que hacemos. Para Laberit, las personas trabajadoras son las verdaderas protagonistas del negocio. Creemos que el éxito de la empresa no solo se mide en resultados, sino en cómo las personas crecen, se desarrollan y disfrutan de su trabajo cada día. ¿Qué hacemos? Ofrecemos servicios y creamos soluciones de tecnologías de la información y telecomunicaciones que marcan la diferencia para nuestros clientes. Pero, más allá de la tecnología, lo que realmente nos impulsa son las personas que conforman nuestro equipo. Trabajamos en equipo para enfrentar retos, innovar y transformar ideas en proyectos que dejan una huella positiva. ¿Por qué unirte a Laberit? En Laberit, las personas son lo primero. Nos esforzamos por crear un ambiente donde cada persona del equipo se sienta valorado/a, respaldado/a y empoderado/a para alcanzar su máximo potencial. Creemos que el talento se cultiva. Por eso, te ofrecemos oportunidades de desarrollo continuo, formación, proyectos innovadores y el espacio para aprender de los mejores. No solo buscamos habilidades técnicas, sino personas apasionadas por lo que hacen. La colaboración y el trabajo en equipo son parte de nuestra esencia. Además, tenemos flexibilidad laboral y beneficios sociales para que puedas equilibrar tu vida personal y profesional. Los proyectos en los que trabajamos tienen un impacto tangible, no solo para nuestros clientes, sino también para la sociedad. Tu trabajo importa. Titulación en Ingeniería Industrial o similar. Experiencia mínima de 2 años en entornos industriales (producción, operaciones, logística, etc.). Interés en el ámbito de la consultoría y la transformación digital."
¿Quieres trabajar con nosotros?,Octopus Energy,"Valencia, Valencian Community, Spain","About the job Valencia (ES) 💚 🐙 General Talent 🐙 💚 – Speculative Interest / Full-time / Hybrid Ayúdanos a hacer que el mundo sea más verde. Octopus Energy es una compañía eléctrica que tiene como misión liderar la revolución de las energías renovables en España y, para ello, necesitamos personas que nos ayuden a hacer realidad esta visión. ¿No encuentras nada que encaje con tu experiencia? ¡No te preocupes! Estamos creciendo en todos los departamentos en España, además contamos con varias líneas de negocio y, tenemos presencia en 9 países (de momento) El equipo es el que marca la diferencia en Octopus Energy. Somos una empresa que deja una huella verde. Estamos buscando constantemente talento que se quiera unir al equipo, y destaque por su ilusión en nuestra lucha por la descarbonización del planeta. Por favor, envíanos tu CV y cuéntanos un poco más sobre ti, tu experiencia, y cuál te gustaría que fuera tu próximo reto... Ten en cuenta que es una candidatura espontánea, es probable que no te contactemos inmediatamente. Echa un vistazo siempre a nuestra página web o LinkedIn ya que, estamos constantemente publicando nuevas oportunidades"
Junior/Beca en Deloitte Legal - Valencia,Deloitte,"Valencia, Valencian Community, Spain","About the job Unirte a Deloitte es participar en la transformación de las principales organizaciones nacionales e internacionales. En Deloitte estamos comprometidos con generar un impacto en la sociedad, en nuestros clientes y en ti ¿Te sumas? ¿Cómo será tu día a día? En Deloitte Legal Valencia, damos servicio a nuestros clientes mediante el equipo de Fiscal General. Más allá del asesoramiento legal y fiscal, tendrás la posibilidad de trabajar con un enfoque 360º, combinando tus conocimientos técnicos con las últimas novedades e innovaciones del sector. Tendrás la oportunidad de desarrollarte en un entorno multidisciplinar, donde podrás trabajar al lado de multitud de especialistas en distintas áreas, participando en proyectos tanto a nivel nacional como internacional. En Deloitte Legal tendrás la oportunidad de iniciar una carrera profesional, que te supondrá un reto constante. Podrás ver como en poco tiempo tus aptitudes se verán reforzadas en un entorno colaborativo. ¿Cómo te imaginamos? En Deloitte Legal buscamos graduados en Derecho, ADE, Economía, Dobles Grados, etc., que estén cursando el Máster de Acceso a la Abogacía y/o Especialización, o recién graduados, con un nivel alto de inglés. ¿Eres una persona que tiene ganas, motivación, implicación, compromiso y pasión por la abogacía? ¿Te identificas con estos adjetivos? Entonces eres exactamente la persona que estamos buscando. Si consideras que tu perfil puede encajar, esta es tu oportunidad. ¡Puedes incorporarte con nosotros en septiembre de 2026! ¿Cómo es trabajar en Deloitte? 🤩 Proyectos de alto impacto donde tendrás un largo recorrido y aprendizaje ☯️ Un día a día híbrido-flexible: tendrás horario flexible y un buen equilibrio entre el teletrabajo y el trabajo en equipo en nuestras oficinas o las de nuestros clientes ⚽ Buen ambiente dentro y fuera de la oficina: disfrutarás de varios teambuildings al año, actividades culturales y deportivas… ¡y mucho más! 🧘‍♀️ Bienestar integral: cuídate con nuestro programa de salud física, mental y financiera… ¡y con equipo médico en las oficinas! 🤲 Impacto social: Podrás apuntarte a una gran cantidad de voluntariados de alcance nacional e internacional y a proyectos pro-bono con los que poner tu tiempo y talento al servicio de quienes más lo necesitan 🗣️ Cultura del feedback y aprendizaje continuo: crecerás en un entorno inclusivo donde la igualdad de oportunidades y tu plan personalizado de formación impulsarán tu desarrollo. ¿Ya te visualizas en la Deloitte University de París? 🤝 Beneficios exclusivos por ser parte de Deloitte: podrás disfrutar de un gran catálogo de beneficios y de un completo plan de retribución flexible Si te gusta lo que lees, estos son tus próximos pasos: Aplica a la oferta haciendo clic en ‘Enviar candidatura ahora’ y completa tu perfil Si encajas en el puesto, nuestro equipo de talento te contactará para conocerte mejor ¡Comienza el proceso! Te iremos guiando por las diferentes fases hasta tu incorporación."
Data Analyst (Mobile Games),Skillsearch,European Union,"About the job Data Analyst mid level – Games (Marketing & UA Focus) About the Role: We're looking for a data analyst to join a mobile games publisher and developer. This will be the first data hire on the team and you'll be driving analytics across the marketing and user acquisition efforts. This is a hands-on, individual contributor role within a growing mobile games studio - ideal for someone eager to build the analytics function from the ground up. Key Responsibilities: Own reporting, dashboarding, and performance tracking for UA and marketing Analyze mobile game metrics and player behaviour Set up tracking and attribution systems Deliver clear, actionable insights to support UA and creative testing strategy Work closely with UA and product teams What You’ll Need: Strong experience with Google Analytics, Excel/Sheets, and ideally BI tools Comfortable working independently and taking initiative Understanding of mobile gaming metrics and player funnels No management duties – this is a full individual contributor role Working Setup: Hybrid: KSA preferred (2x/month in-person); but also flexible for Europe-based candidates (with 1–2 days/month travel) This will be a contract role for anyone based outside of Saudi Arabia"
Becario de operaciones,Emendu,"Valencia, Valencian Community, Spain","About the job Descripción del Cargo Buscamos un Becario de Operaciones para incorporarse de forma inmediata a nuestro equipo. Este rol ofrece la oportunidad única de aprender y participar activamente en las diferentes áreas de una startup en pleno crecimiento, tanto en SaaS como en Renting Tecnológico. El cargo es híbrido y transversal, con funciones administrativas, de coordinación y apoyo operativo, participando directamente en Operaciones, con apoyo en Finanzas, Comercial y Almacén. Es una posición ideal para alguien que busca adquirir experiencia práctica en gestión empresarial, procesos operativos y herramientas digitales, dentro de un entorno dinámico y de alto aprendizaje. Responsabilidades El becario apoyará en las siguientes funciones: Gestión del Modelo Financiero Apoyar en el registro y seguimiento de operaciones realizadas bajo el modelo financiero. Cargar y reportar deals cerrados, manteniendo el orden de la información. Ayudar en la consolidación de documentación, contratos y facturas de las operaciones. Coordinación y Gestión de Seguros Colaborar en el reporte de nuevos dispositivos al seguro. Gestion de los dispositivos del seguro. Apoyar en la actualización de ficheros de seguros y seguimiento de facturas. Adquisición y Abastecimiento de Equipos Solicitar cotizaciones a proveedores y ayudar en la comparación de opciones. Participar en el control de abastecimiento de equipos y documentación del Kit Digital. Gestión del Kit Digital Documentar y completar data sheets. Apoyar en reportes de seguimiento y coordinación con Finanzas. Control y Gestión del Inventario Colaborar en el control de entradas y salidas de stock. Apoyar en la organización física del almacén y en la trazabilidad de equipos. Participar en protocolos de configuración, etiquetado y documentación. Logística y Coordinación de Envíos Dar soporte en la coordinación de envíos y recolecciones de dispositivos. Mantener comunicación con clientes, proveedores y transportistas. Apoyo en Operaciones (Almacén) Participar en la recepción, revisión y preparación de equipos. Aprender a aplicar conocimientos técnicos básicos para la configuración y verificación de dispositivos. Gestion logistica y coordinacion de envios/recogidas de paquetes. Configuracion de hardware y software de dispositivos. Perfil Requerido Estudiante universitario o recién titulado en Administración, Ingeniería, Negocios o afines. Orden y constancia en el manejo de documentación y datos. Capacidad de organización y multitarea, con atención al detalle. Buena comunicación interna y externa. Proactividad y ganas de aprender en un entorno dinámico. Valoramos (no excluyente): Conocimientos técnicos básicos (diagnóstico nivel 1-2 de equipos). Conocimientos de logística e inventario. Manejo intermedio/avanzado de Excel o Google Sheets. Herramientas de inteligencia artificial. Lo que Ofrecemos Incorporación inmediata en una startup en expansión. Aprendizaje transversal en diferentes áreas. Posibilidad de participar en proyectos reales de SaaS y Renting Tecnológico. Ambiente joven, dinámico y colaborativo. Oportunidad de desarrollo y continuidad en la empresa tras la beca. *El puesto también aplica para Full time."
Técnico/a de planificación de la demanda,Norauto España,"Burjassot, Valencian Community, Spain","About the job ¿Nos conoces? Somos Norauto, líder europeo en equipamiento y mantenimiento multimarca del automóvil. Nuestra misión es hacer accesibles a todos los automovilistas soluciones sostenibles de movilidad. Para hacerlo posible, contamos con un equipo de más de 2.000 personas repartidas en más de 91 centros por toda España 💙🚗. ¿Cuál será tu misión? Asegurar el nivel de stock adecuado en los centros Norauto. ¿Cómo lo lograrás? Optimizando los modelos de previsión de demanda según la tipología de producto, sus ventas por centro y la estrategia de marketing actual. Revisando tendencias de ventas y evaluando distintos modelos de previsión. Gestionando la parametrización en SAP de planificación de la demanda como la herramienta principal del MRP para asegurar el correcto aprovisionamiento de producto en los centros. Analizando indicadores: ventas, valor de stock, tasa de disponibilidad, rotación y cobertura, principalmente. Preparando previsión para satisfacer en tiempo y cantidad los planos de ventas, aperturas, nuevas implantaciones y cambios de gama. Logrando consenso entre la Logística de operaciones, el marketing y ventas. ¿Qué necesitamos? Grado/Máster en ingeniería industrial, ADE, economía, logística, o similares. Experiencia mínima de 1 año en logística y/o el área de compras, planificación de la demanda /aprovisionamiento. Nivel avanzado de Excel Residencia en Valencia o alrededores ¿Qué esperamos y valoramos de ti? Capacidad de organización y planificación. Trabajo en equipo y dinamismo Orientación a resultados Buenas habilidades de comunicación. Francés o Inglés son un plus Valorable SAP y herramientas de Planificación y Forecasting. ¿Qué ofrecemos? 💙Contrato indefinido, apostamos por las personas, por eso queremos que te quedes mucho tiempo con nosotros. 🤝Flexibilidad horaria (horario flexible de entrada y salida, jornada intensiva en verano). 💻Nos importa la conciliación por eso ofrecemos la posibilidad de trabajo híbrido: 2 días de teletrabajo a la semana a partir de tu tercer mes en Norauto. ✅Ventajas sociales (descuento de personal en Norauto, club de compras, seguro de vida, seguro médico a precio competitivo…etc) 🚀Plan de carrera personalizado y posibilidad de promoción interna ¡queremos que crezcas con nosotros!"
Business Analyst (Pricing & Operations),IVC Evidensia España,"Valencia, Valencian Community, Spain","About the job Sobre nosotros IVC Evidensia es el mayor grupo veterinario de Europa, y continuamos nuestra estrategia de crecimiento en España y Portugal, donde ya somos más de 150 centros de primer nivel. Creemos en la calidad clínica y en la excelencia en la gestión como mayores activos. Nuestros valores son la integridad, la lealtad y el respeto por nuestros compañeros, clientes y pacientes. Sobre el puesto En este puesto podrás colaborar de manera directa en el impulso de iniciativas estratégicas en toda la empresa, así como al apoyo en los procesos de pricing. Trabajarás directamente con conjuntos de datos complejos y colaborarás estrechamente con equipos multifuncionales, participando en proyectos que definen nuestra dirección comercial y operativa. Algunas de las funciones incluyen: Analizar grandes conjuntos de datos para identificar oportunidades y apoyar la toma de decisiones. Apoyar la actualización de precios y contribuir a la definición y ejecución de nuestra estrategia de pricing. Participar activamente en la integración de nuevos hospitales en la empresa. Colaborar con el Responsable de Pricing, PMO y los equipos Comerciales para impulsar iniciativas clave y apoyar la toma de decisiones estratégicas. Crear dashboards, informes y presentaciones para los stakeholders senior. Participar en la planificación y coordinación de proyectos entre departamentos. Buscamos Un/a Business Analyst para unirse a nuestro equipo. Esta es una gran oportunidad para alguien que quiera crecer en un entorno dinámico y sienta curiosidad por la gestión de proyectos y la ejecución estratégica — con posibilidades de crecer y asumir responsabilidades más amplias con el tiempo. Requisitos: Experiencia mínima de 3 años en desarrollo de negocio, análisis de negocio, pricing u otros roles similares. Excel avanzado; experiencia con SQL, Power BI u otras herramientas similares es muy valorada. Buen conocimiento de modelos de pricing y KPIs de rendimiento empresarial. Habilidades sólidas de comunicación, organización y gestión de stakeholders. Interés en trabajar en proyectos multifuncionales y contribuir a la transformación del negocio. Español y inglés fluido; valorándose positivamente el portugués. Ofrecemos Contrato indefinido a jornada completa. Flexibilidad horaria. Salario competitivo fijo + variable. Plan bienestar Well Being. Oportunidades de desarrollo profesional. Trabajo híbrido. Ofrecemos una trayectoria profesional estable en una empresa y un sector en crecimiento, flexibilidad y autonomía en el desarrollo de tus funciones y condiciones competitivas, en un entorno corporativo cercano, dinámico y donde las personas son nuestra prioridad. Adicionalmente, te integrarás en un equipo consolidado de gran reputación en el sector. ¿Interesado/a? ¡No dudes en inscribirte a través de nuestra web! ¡Te esperamos!"
Player Care - QA Analyst - Monopoly GO!,Scopely,Spain,"About the job Scopely is looking for a Player Care - QA Analyst to join our Monopoly Go! team in Sevilla or Barcelona on a hybrid basis. At Scopely, we care deeply about what we do and want to inspire play, every day - whether in our work environments alongside our talented colleagues, or through our deep connections with our communities of players. We are a global team of game lovers who are developing, publishing and innovating the mobile games industry, connecting millions of people around the world daily. Monopoly GO! is our new casual game and a key franchise that has just become one of Scopely’s largest games enjoyed by millions of players. The team is based in Europe and the US, and works every day to create captivating new experiences for our players. What You Will Do Reporting to the Audience KPIs QA Lead, you will play a key role in bridging the Player Care and QA teams on MonopolyGo. You’ll collaborate with both internal and external partners to investigate player-reported Production issues, helping to identify and escalate the most impactful issues that require development support. As a key contributor to the culture of quality within Scopely, you will help shape the future on how we continue to iterate to success, and evolve the way we work. Be the QA DRI for the Customer Support team, supporting quality control both in terms of Live defect investigation, and general player experience Monitor and actively participate in daily Bug Escalation channels, helping to clarify issues, ensure accurate documentation, and support effective triaging Work closely with external embedded QA testers, providing task assignments, feedback, and mentorship to support their integration into the Customer Support team Collaborate with the Customer Support team on process improvements, with a focus on enhancing bug identification, communication workflows and player experience Own, manage, and continuously refine the Customer Support bug escalation process to ensure efficiency and clarity Contribute to the development and upkeep of Customer Support bug dashboards, maintaining readiness to speak to player-facing quality issues at any time Support the creation of release patch notes and community messaging related to known issues and confirmed fixes Provide troubleshooting guidance and expert advice to all tiers of support agents on escalated bugs Assist in compiling Customer Support stakeholder reports by flagging critical or widespread quality concerns and advocating for timely resolutions Design, produce and distribute new or existing reports to a variety of stakeholders, using large pools of data and presenting them in a simple but insightful way Develop a deep understanding of all product features to accurately assess player concerns, validate issues, and participate in QA playtests for upcoming features Understanding the QA Lifecycle from conception through to post release care, ensuring user experience is a key consideration throughout Coordinate with Internal QA’s to create Test Plans that support the investigation of live defects, and if applicable, the verification of live defects. Coordinate with external QA teams, including embedded testers, to define support priorities, communicate requirements, and monitor progress and outcomes Collaborate with relevant QA DRIs to reproduce and diagnose complex or widespread player-reported issues, reducing the number of “Cannot Reproduce” tickets in the database Review and align external test teams to expected bug reporting standards, maintaining a clean, prioritized, and well-organized bug database in coordination with cross-functional pods Lead by example through hands-on testing, owning and taking responsibility for the quality output of your issue investigations Keep leadership informed on task progress, daily priorities, and blockers to ensure transparency and alignment Attend Customer Support and QA ceremonies, using these as a platform for feedback, while remaining current and informed on team strategy and movements Be aware of and monitor app health from an holistic viewpoint, such as ANRs & Crash Rates Engage in annual reviews to aid with yours and others development alike, providing feedback when called upon, including to that of your lead / manager Support QA Leadership in attaining the teams goals through ownership and tracking of KPOs / OKRs Lead by example with regards to the Scopely tenets What We’re Looking For Deep understanding of the role of Customer Support and Player Experience, with a strong commitment to delivering the best possible service to our players Exceptional verbal / written communication and an excellent attention to detail Strong time management, accountability and organisational skills Confident in negotiation and advocacy, ensuring both you and your team’s perspectives are heard while balancing business needs and priorities effectively Proactive, enthusiastic and self-motivated, able to work independently with minimal supervision. Skilled in process improvement with a focus on key stakeholders, balancing user experience with business needs. Flexible to an agile setup with the ability to multitask A strong commercial awareness with an understanding of business priorities and goals Experienced in Excel-based data analysis, leveraging formulas, graphs and tools to generate meaningful insights and deliver exceptional reporting. Extensive knowledge of JIRA and / or similar bug tracking systems Helpshift and / or similar CS ticketing platforms Looker, Kibana, Bugsnag and internal Admin pages Active Player on Production Mobile exposure and an understanding of Apple / Google submission protocol A sound understanding of the gaming industry and the typical end to end development lifecycle At Scopely, we create games for everyone - and want to ensure that the people behind our games reflect that! We are committed to creating a diverse, supportive work environment where everyone is treated with respect. We are committed to providing equal employment opportunities and welcome individuals from all backgrounds to join us & embrace the adventure! About Us Scopely is a global interactive entertainment and mobile-first video game company, home to many top, award-winning experiences such as ""MONOPOLY GO!,"" “Star Trek™ Fleet Command,” “Stumble Guys,” “MARVEL Strike Force,” and “Yahtzee® With Buddies,” among others. Scopely creates, publishes, and live-operates immersive games that empower a directed-by-consumer™ experience across multiple platforms--from mobile, web, PC and beyond. Founded in 2011, Scopely is fueled by a world-class team and a proprietary technology platform Playgami that supports one of the most diversified portfolios in the games industry. Recognized multiple times as one of Fast Company’s “World’s Most Innovative Companies,” Scopely is a multi-billion-dollar business due to its ability to create long-lasting game experiences that players enjoy for years. Scopely has global operations in more than a dozen markets across Asia, EMEA, and North America, and is home to many internal game development teams, referred to as Scopely Studios, with additional game studio partners across four continents. Scopely was acquired by Savvy Games Group in July 2023 for $4.9 billion, and is now an independent subsidiary of Savvy. For more information on Scopely, visit: scopely.com Notice to candidates: Scopely, Inc and its affiliates will never request payment or ask for financial information as a condition for applying to a position or receiving an offer of employment. All official Scopely, Inc. recruiters only use email domains that end with @scopely.com. Our official website is www.scopely.com. Please only apply to positions posted on our official website and ensure the recruiter only communicates via the official email domain. Should you have any questions or encounter any fraudulent requests/emails/websites, please immediately contact recruiting@scopely.com. Our job applicant privacy policies are available here: California Privacy Notice and EEA/UK Privacy Notice. Employment at Scopely is based solely on a person's merit and qualifications. Scopely does not discriminate against any employee or applicant because of race, creed, color, religion, gender, sexual orientation, gender identity/expression, national origin, disability, age, genetic information, veteran status, marital status, pregnancy or related condition (including breastfeeding), or any other basis protected by law. We also consider qualified applicants with arrest or conviction records, consistent with applicable federal, state and local law."
"Responsable de Planificación, Seguimiento de Negocio y Operaciones Territorial_DT Levante",AXA,"Valencia, Valencian Community, Spain","About the job MISION: Liderar la coordinación en el diseño y seguimiento del plan de negocio de su Territorial de acuerdo con la estrategia del Área de Distribución con el objetivo de garantizar la sostenibilidad y rentabilidad en su ámbito de intervención. Dinamizar e impulsar la utilización de los procedimientos, aplicaciones y herramientas, con especial foco en la mejora de la Calidad de Servicio, alcanzar la digitalización de las operaciones y desarrollar la rentabilidad y la eficiencia en la red de distribuidores a través del asesoramiento, la formación y la intervención in situ, de acuerdo con las prioridades estratégicas de la compañía. PRINCIPALES ACTIVIDADES / RESPONSABILIDADES: Coordinación, planificación y seguimiento del plan de negocio de la Territorial, de acuerdo con la estrategia del Área y de la Dirección Territorial. Seguimiento de planes, objetivos, actividad y rentabilidad, seguimiento de la productividad y eficiencia de los equipos. Capacitación de los equipos en la comprensión y manejo de los KPIs de negocio para la toma de decisiones, el diseño y monitorización de planes de acción. Asegurar la calidad del servicio postventa territorial, garantizando el cumplimiento de los planes de acción y objetivos de servicio fijados en el Territorio. Asegurar el cumplimiento de los compromisos de calidad de servicio en el Territorio (Atención Telefónica, encuestas de Agentes y Corredores, Sello de Calidad de las Agencias, cumplimiento de los plazos de respuesta de cada departamento de la DT (Técnica, Emisión…) Asegurar el cumplimiento de la normativa Compliance de AXA España. PERFIL: Licenciatura en ADE, Derecho, Económicas, Ingeniería. Gestión del dato procesos internos y aplicativos Cía. Conocimientos de la mediación y del Negocio asegurador Experiencia en puesto afines: 6 a 8 años. En AXA promovemos activamente la Diversidad e Inclusión ofreciendo igualdad de oportunidades. Se valorará positivamente la posesión de certificado de Discapacidad. ¿A qué estás esperando? ¡Únete a la familia AXA y contribuye al progreso de la sociedad!"
