"Job title (original)","Job title (short)","Company","Country","State","City","Schedule type","Experience years","Seniority","Skills","Degrees","Software"
"Senior Business Analyst","Business Analyst","Unknown","European Union","Unknown","Unknown","Contract","5+","Senior","Agile; SAFe; Business Intelligence; Stakeholder Management; Cross-functional Collaboration; Communication; Problem Solving; Analytical Thinking; Process Optimization","","SQL"
"Business Analyst Enterprise Architecture","Business Analyst","RED Global","European Union","Unknown","Unknown","Contract","5+","Unknown","Business Intelligence; SDLC; Stakeholder Management","",""
"Functional Business Analyst – Murex","Business Analyst","Unknown","Spain","Unknown","Unknown","Unknown","3-5","Mid","Agile; Software Development; Product Development; API; Stakeholder Management","","Python; SQL; MongoDB; AWS"
"Lead Business Analyst","Business Analyst","Rabobank","European Union","Unknown","Unknown","Contract","5+","Lead","Stakeholder Management; Agile; Communication; Presentation Skills","","Jira; Confluence"
"Senior Business Analyst - OpenData Clinical","Business Analyst","Veeva Systems","Spain","Unknown","Unknown","Unknown","5+","Senior","Data Analysis; Data Visualization; Business Intelligence; Data Governance; Cross-functional Collaboration; Stakeholder Management; Communication; Problem Solving","Higher Education","Python; R; SQL; Tableau; Power BI; Jira; Superset"
"Claims Data Analyst/Business Analyst. Healthcare","Data Analyst","Trinetix","United States","Tennessee","Nashville","Unknown","5+","Unknown","Data Analysis; Business Intelligence; Requirements Gathering; Stakeholder Management; Cross-functional Collaboration; Communication","Bachelor's Degree","SQL; Power BI; Tableau; Looker"
"ServiceNow Business Analyst - SPM","Business Analyst","Decskill","EMEA","Unknown","Unknown","Unknown","5+","Unknown","Agile; Scrum; Stakeholder Management; Communication; Problem Solving; Analytical Thinking","","Jira; Confluence"
"Senior Business Analyst (FinTech / Crypto)","Business Analyst","Unknown","Spain","Unknown","Dubai","Unknown","5+","Senior","Process Optimization; Stakeholder Management; Cross-functional Collaboration; Requirements Gathering; User Stories; Agile; Scrum; Kanban; Data Visualization; KPI Definition; Business Acumen; Jobs To Be Done (JTBD)","","Jira; Confluence; Figma; Lucidchart; Miro; Tableau; Power BI; SQL"
"Murex Business Analyst","Business Analyst","Unknown","Spain","Unknown","Unknown","Unknown","5+","Mid","Agile; Product Lifecycle Management; Requirement Gathering (detailed)","","Python; SQL; MongoDB; AWS"
"Business Analyst Core Banking, implantaciones (Tarjetas) 100% remoto desde España","Business Analyst","UST","Spain","Unknown","Unknown","Unknown","3-5","Unknown","Stakeholder Management; Cross-functional Collaboration; KPI Definition; Reporting & Dashboards; Data-driven decision making","",""
