Job title (original),Job title (short),Company,Country,State,City,Schedule type,Experience years,Seniority,Skills,Degrees,Software
Trainee Wealth Management Opportunity - Malta,Other,deVere Investment Ltd,Unknown,Unknown,Malta,Full-time,0-3,Intern,Communication; Problem Solving,,
"Candidatura espontánea - BBVA (Finance, Business, IT, Engineering, Marketing, HR)",Other,BBVA,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,Communication; Problem Solving; Cross-functional Collaboration,,
RecOps Analyst,Data Analyst,Coders Connect,United Kingdom,Unknown,Unknown,Full-time,0-3,Unknown,Data Analysis; Business Acumen,,HubSpot; Google Analytics; Google Sheets
Turkish Speaker for AI Training (Yapay Zekâ Eğitimi için Türkçe Konuşmacı) [Remote],Other,Babel Audio,Unknown,Unknown,Unknown,Part-time,0-3,Unknown,Communication,,
Consultor -Proyecto Regulatorio,Business Analyst,OpenSpring,Unknown,Unknown,Unknown,Unknown,5+,Unknown,Project Management; Regulatory Compliance; Document Management; Statistical Reporting; Business Acumen,,
Energy Risk Engineer Remote ( Spanish Speaker ),Data Engineer,Unknown,Unknown,Unknown,Unknown,Unknown,5+,Senior,Project Management; Process Optimization; Communication,Bachelor's Degree; Master's Degree; Engineering,
Consultor/a de pruebas QA,Quality Assurance Engineer,Sogeti,Unknown,Unknown,Unknown,Unknown,5+,Unknown,Agile; Scrum; Quality Control,,
Freelance Mathematics Expert - Quality Assurance (AI Trainer),Other,Mindrift,Unknown,Unknown,Unknown,Contract,5+,Unknown,Communication,Master's Degree; PhD,Discord
Product Specialist,Product Manager,Unknown,Unknown,Unknown,Unknown,Full-time,0-3,Unknown,Communication; Problem Solving; Process Optimization; Business Acumen,Bachelor's Degree,SQL
Freelance Economics - Quality Assurance/AI Trainer,Other,Mindrift,Unknown,Unknown,Unknown,Contract,5+,Unknown,Communication; Problem Solving; Auditing; Quality Control,Master's Degree,
